ZIP_ID,Zip_Code,City_Name,Population_est,People__Sq_Mile,city_std,lat,lon
246,28607,"Boone, North Carolina","27,143",248.34,Boone,36.205846,-81.656022
247,27964,"Point Harbor, North Carolina",618,247.3,Point Harbor,36.091816,-75.80554
248,27317,"Randleman, North Carolina","14,198",244.51,Randleman,35.836199,-79.800849
249,27560,"Morrisville, North Carolina","10,320",244.49,Morrisville,35.853529,-78.849689
250,28333,"Dudley, North Carolina","11,543",243.93,Dudley,35.284311,-78.012655
251,27370,"Trinity, North Carolina","15,263",243.09,Trinity,35.80928,-79.978025
252,28715,"Candler, North Carolina","22,256",241.95,Candler,35.528276,-82.706634
253,27582,"Stovall, North Carolina",63,240.22,Stovall,36.452076,-78.571802
254,27526,"Fuquay Varina, North Carolina","24,906",237.08,Fuquay Varina,35.541473,-78.831392
255,27310,"Oak Ridge, North Carolina","4,187",237.04,Oak Ridge,36.18195,-79.985744
256,27941,"Harbinger, North Carolina",87,230.71,Harbinger,36.097932,-75.819046
257,27592,"Willow Spring, North Carolina","8,926",229.03,Willow Spring,35.560141,-78.67394
258,28584,"Swansboro, North Carolina","7,705",228.61,Swansboro,34.727977,-77.102282
259,28650,"Maiden, North Carolina","10,172",228.48,Maiden,35.582446,-81.163438
260,28610,"Claremont, North Carolina","8,620",226.7,Claremont,35.734775,-81.13843
261,28278,"Charlotte, North Carolina","6,175",225.92,Charlotte,35.130547,-81.002682
262,27915,"Avon, North Carolina",786,222.6,Avon,35.348771,-75.50471
263,27834,"Greenville, North Carolina","43,549",221.44,Greenville,35.657563,-77.380045
264,28301,"Fayetteville, North Carolina","35,152",217.7,Fayetteville,34.971977,-78.756357
265,27313,"Pleasant Garden, North Carolina","6,370",213.98,Pleasant Garden,35.930899,-79.758242
266,28166,"Troutman, North Carolina","6,365",213.93,Troutman,35.682675,-80.867373
267,27591,"Wendell, North Carolina","15,339",213.15,Wendell,35.786352,-78.383414
268,27501,"Angier, North Carolina","12,898",211.43,Angier,35.484941,-78.68457
269,28731,"Flat Rock, North Carolina","6,361",210.88,Flat Rock,35.280184,-82.383092
270,28501,"Kinston, North Carolina","21,864",207.12,Kinston,35.24326,-77.526554
271,28038,"Earl, North Carolina",104,207.03,Earl,35.199222,-81.544276
272,28138,"Rockwell, North Carolina","10,073",206.82,Rockwell,35.515381,-80.43876
273,27027,"Mayodan, North Carolina","4,388",205.5,Mayodan,36.441759,-79.988878
274,28021,"Cherryville, North Carolina","12,550",205.12,Cherryville,35.400774,-81.403346
275,27203,"Asheboro, North Carolina","49,668",204.74,Asheboro,35.653974,-79.846235
276,27030,"Mount Airy, North Carolina","39,058",203.66,Mount Airy,36.487278,-80.637446
277,28697,"Wilkesboro, North Carolina","12,222",203.09,Wilkesboro,36.134008,-81.165721
278,28001,"Albemarle, North Carolina","26,236",201.58,Albemarle,35.338579,-80.208179
279,28352,"Laurinburg, North Carolina","25,162",200.63,Laurinburg,34.768361,-79.453668
280,27521,"Coats, North Carolina","5,636",198.3,Coats,35.412991,-78.662288
281,28429,"Castle Hayne, North Carolina","7,327",197.56,Castle Hayne,34.341848,-77.904013
282,28673,"Sherrills Ford, North Carolina","4,155",196.65,Sherrills Ford,35.602401,-81.008641
283,27536,"Henderson, North Carolina","39,842",194.74,Henderson,36.350924,-78.387589
284,27278,"Hillsborough, North Carolina","20,544",194.44,Hillsborough,36.08822,-79.091623
285,28787,"Weaverville, North Carolina","16,735",194.16,Weaverville,35.741288,-82.51549
286,28073,"Grover, North Carolina","4,572",193.76,Grover,35.198574,-81.483781
287,28460,"Sneads Ferry, North Carolina","5,233",190.59,Sneads Ferry,34.528294,-77.420498
288,27571,"Rolesville, North Carolina","1,287",189.28,Rolesville,35.92249,-78.453601
289,27576,"Selma, North Carolina","16,381",188.31,Selma,35.588381,-78.253716
290,28339,"Erwin, North Carolina","6,652",188.01,Erwin,35.31054,-78.732747
291,28659,"North Wilkesboro, North Carolina","21,559",187.71,North Wilkesboro,36.222815,-81.148013
292,28007,"Ansonville, North Carolina",695,187.68,Ansonville,35.105487,-80.102776
293,28755,"Micaville, North Carolina",163,184.73,Micaville,35.919217,-82.212697
294,27358,"Summerfield, North Carolina","9,846",184.53,Summerfield,36.222309,-79.892132
295,27508,"Bunn, North Carolina","1,691",183.42,Bunn,35.951828,-78.250851
296,27959,"Nags Head, North Carolina","2,771",182.99,Nags Head,35.885082,-75.59591
297,28360,"Lumberton, North Carolina","12,791",182.15,Lumberton,34.670334,-79.074938
298,28174,"Wingate, North Carolina","7,024",182.09,Wingate,34.973831,-80.435334
299,28373,"Pinebluff, North Carolina","1,063",181.93,Pinebluff,35.091323,-79.488461
300,28504,"Kinston, North Carolina","21,535",181.76,Kinston,35.222186,-77.639499
301,27909,"Elizabeth City, North Carolina","34,897",180.63,Elizabeth City,36.292914,-76.277362
302,28358,"Lumberton, North Carolina","36,671",180.42,Lumberton,34.608106,-78.934474
303,27596,"Youngsville, North Carolina","8,474",179.91,Youngsville,36.004817,-78.440532
304,28376,"Raeford, North Carolina","25,759",179.24,Raeford,34.992407,-79.242642
305,27302,"Mebane, North Carolina","22,005",179.13,Mebane,36.142031,-79.266154
306,28547,"Camp Lejeune, North Carolina","21,632",178.46,Camp Lejeune,34.64589,-77.32504
307,27330,"Sanford, North Carolina","54,739",177.34,Sanford,35.470469,-79.172871
308,28345,"Hamlet, North Carolina","12,311",177.27,Hamlet,34.874117,-79.662902
309,28560,"New Bern, North Carolina","25,588",176.27,New Bern,35.164212,-76.951457
310,27249,"Gibsonville, North Carolina","10,699",174.88,Gibsonville,36.154141,-79.582389
311,27577,"Smithfield, North Carolina","19,086",174.58,Smithfield,35.489722,-78.332954
312,27235,"Colfax, North Carolina","2,354",174.09,Colfax,36.101234,-80.008461
313,28577,"Sealevel, North Carolina",461,173.8,Sealevel,34.883769,-76.38329
314,28350,"Lakeview, North Carolina",368,173.39,Lakeview,35.239542,-79.318807
315,28701,"Alexander, North Carolina","3,110",172.96,Alexander,35.705254,-82.640099
316,28786,"Waynesville, North Carolina","25,315",172.65,Waynesville,35.540688,-83.011871
317,27301,"Mc Leansville, North Carolina","5,643",172.02,Mc Leansville,36.108026,-79.665392
318,28379,"Rockingham, North Carolina","26,132",171.86,Rockingham,34.928194,-79.780254
319,27981,"Wanchese, North Carolina","1,556",171.71,Wanchese,35.852855,-75.637424
320,27006,"Advance, North Carolina","10,762",171.61,Advance,35.939004,-80.440264
321,28562,"New Bern, North Carolina","27,949",171.27,New Bern,35.072604,-77.123304
322,28655,"Morganton, North Carolina","54,898",167.69,Morganton,35.765655,-81.753744
323,28112,"Monroe, North Carolina","22,714",167.41,Monroe,34.889925,-80.549548
324,28173,"Waxhaw, North Carolina","17,732",163.82,Waxhaw,34.916155,-80.731415
325,28371,"Parkton, North Carolina","5,083",162.12,Parkton,34.914878,-78.991226
326,27299,"Linwood, North Carolina","4,154",159.98,Linwood,35.754214,-80.391091
327,28033,"Crouse, North Carolina","1,966",159.83,Crouse,35.425216,-81.315626
328,28470,"Shallotte, North Carolina","7,296",157.54,Shallotte,33.975328,-78.3896
329,28532,"Havelock, North Carolina","27,435",157.15,Havelock,34.886624,-76.913776
330,28766,"Penrose, North Carolina",842,156.93,Penrose,35.248938,-82.618151
331,27350,"Sophia, North Carolina","5,907",156.93,Sophia,35.808253,-79.888213
332,28621,"Elkin, North Carolina","10,357",156.4,Elkin,36.359933,-80.780321
333,28730,"Fairview, North Carolina","8,188",156.31,Fairview,35.528125,-82.349133
334,27357,"Stokesdale, North Carolina","6,490",155.43,Stokesdale,36.273807,-79.991057
335,28391,"Stedman, North Carolina","4,398",154.62,Stedman,35.034168,-78.698563
336,28080,"Iron Station, North Carolina","6,210",154.38,Iron Station,35.453165,-81.109643
337,27377,"Whitsett, North Carolina","3,866",151.9,Whitsett,36.042693,-79.608683
338,27597,"Zebulon, North Carolina","17,178",151.85,Zebulon,35.848846,-78.300977
339,28625,"Statesville, North Carolina","30,999",150.79,Statesville,35.868681,-80.890284
340,28642,"Jonesville, North Carolina","5,466",150.26,Jonesville,36.218398,-80.820312
341,27050,"Tobaccoville, North Carolina","3,803",148.22,Tobaccoville,36.229963,-80.406485
342,27889,"Washington, North Carolina","25,332",147.12,Washington,35.588401,-77.021065
343,27877,"Severn, North Carolina",251,144.84,Severn,36.511198,-77.176544
344,28334,"Dunn, North Carolina","23,391",144.28,Dunn,35.263401,-78.552737
345,28315,"Aberdeen, North Carolina","9,524",143.4,Aberdeen,35.108619,-79.453166
346,27320,"Reidsville, North Carolina","39,088",142.66,Reidsville,36.34407,-79.644365
347,28711,"Black Mountain, North Carolina","11,826",142.27,Black Mountain,35.610217,-82.305969
348,28368,"Olivia, North Carolina",433,141.26,Olivia,35.3569,-79.101771
349,27504,"Benson, North Carolina","12,986",140.51,Benson,35.400309,-78.518278
350,28645,"Lenoir, North Carolina","46,477",140.1,Lenoir,35.979359,-81.547133
351,28682,"Terrell, North Carolina",860,139.99,Terrell,35.60028,-80.960357
352,28468,"Sunset Beach, North Carolina","2,988",138.84,Sunset Beach,33.932426,-78.522494
353,28612,"Connellys Springs, North Carolina","12,324",137.99,Connellys Springs,35.728384,-81.487414
354,27009,"Belews Creek, North Carolina","2,211",136.86,Belews Creek,36.230734,-80.077571
355,28681,"Taylorsville, North Carolina","24,165",136.39,Taylorsville,35.92235,-81.224112
356,28777,"Spruce Pine, North Carolina","10,672",135.32,Spruce Pine,35.923136,-82.077753
357,27248,"Franklinville, North Carolina","4,629",131.87,Franklinville,35.783846,-79.711678
358,27214,"Browns Summit, North Carolina","6,259",131.74,Browns Summit,36.2126,-79.681544
359,28469,"Ocean Isle Beach, North Carolina","4,384",131.2,Ocean Isle Beach,33.945838,-78.467002
360,28784,"Tuxedo, North Carolina",106,129.86,Tuxedo,35.211824,-82.434486
361,27966,"Powells Point, North Carolina","1,389",128.43,Powells Point,36.128513,-75.839182
362,28605,"Blowing Rock, North Carolina","3,280",126.79,Blowing Rock,36.129968,-81.705278
363,27842,"Henrico, North Carolina","1,366",126.39,Henrico,36.528448,-77.850022
364,28749,"Little Switzerland, North Carolina",46,126.38,Little Switzerland,35.849068,-82.077736
365,27863,"Pikeville, North Carolina","8,008",124.44,Pikeville,35.488168,-77.971767
366,28782,"Tryon, North Carolina","6,219",124.32,Tryon,35.212324,-82.280741
367,27055,"Yadkinville, North Carolina","13,084",124.14,Yadkinville,36.113864,-80.631592
368,28570,"Newport, North Carolina","18,364",123.31,Newport,34.783094,-76.886709
369,28712,"Brevard, North Carolina","17,454",122.55,Brevard,35.159229,-82.779903
370,28040,"Ellenboro, North Carolina","6,452",122.49,Ellenboro,35.372996,-81.755686
371,28386,"Shannon, North Carolina","5,422",122.27,Shannon,34.858922,-79.122294
372,28461,"Southport, North Carolina","9,095",121.63,Southport,33.967209,-78.059122
373,28748,"Leicester, North Carolina","9,555",121.37,Leicester,35.658138,-82.757662
374,28362,"Marietta, North Carolina",80,121.36,Marietta,34.37223,-79.127337
375,27376,"West End, North Carolina","7,623",121.19,West End,35.261099,-79.521811
376,28779,"Sylva, North Carolina","13,622",120.49,Sylva,35.365519,-83.210357
377,28722,"Columbus, North Carolina","5,438",119.46,Columbus,35.239258,-82.114733
378,27233,"Climax, North Carolina","3,424",119.19,Climax,35.884488,-79.690554
379,28609,"Catawba, North Carolina","5,513",117.65,Catawba,35.680629,-81.059051
380,27028,"Mocksville, North Carolina","23,284",117.1,Mocksville,35.924116,-80.58145
381,27283,"Julian, North Carolina","2,849",116.92,Julian,35.951474,-79.635418
382,28676,"State Road, North Carolina","3,047",116.13,State Road,36.331894,-80.85491
383,27920,"Buxton, North Carolina","1,613",116,Buxton,35.243438,-75.56393
384,28163,"Stanfield, North Carolina","6,598",114.32,Stanfield,35.209645,-80.459491
385,28640,"Jefferson, North Carolina","4,079",114.31,Jefferson,36.403077,-81.402662
386,28129,"Oakboro, North Carolina","4,841",113.83,Oakboro,35.231586,-80.326733
387,28516,"Beaufort, North Carolina","10,430",113.75,Beaufort,34.820159,-76.600244
388,27546,"Lillington, North Carolina","14,541",112.25,Lillington,35.384792,-78.880927
389,27855,"Murfreesboro, North Carolina","5,972",112.07,Murfreesboro,36.41564,-77.069346
390,28451,"Leland, North Carolina","15,833",111.61,Leland,34.230477,-78.089664
391,27985,"Winfall, North Carolina",124,110.74,Winfall,36.218634,-76.476331
392,27573,"Roxboro, North Carolina","24,527",110.63,Roxboro,36.43244,-78.94851
393,27025,"Madison, North Carolina","10,485",109.78,Madison,36.380838,-79.973232
394,27522,"Creedmoor, North Carolina","8,733",109.65,Creedmoor,36.117158,-78.677494
395,28332,"Dublin, North Carolina",537,109.52,Dublin,34.655385,-78.71071
396,28377,"Red Springs, North Carolina","11,932",108.51,Red Springs,34.826888,-79.213236
397,27864,"Pinetops, North Carolina","4,218",108.39,Pinetops,35.80676,-77.640027
398,28384,"Saint Pauls, North Carolina","10,404",108.3,Saint Pauls,34.79709,-78.960927
399,28128,"Norwood, North Carolina","7,604",107.88,Norwood,35.210696,-80.154523
400,28524,"Davis, North Carolina",412,107.26,Davis,34.785221,-76.475447
401,27982,"Waves, North Carolina",50,107.11,Waves,35.56263,-75.470911
402,28124,"Mount Pleasant, North Carolina","5,463",107,Mount Pleasant,35.409254,-80.401677
403,27851,"Lucama, North Carolina","4,752",106.97,Lucama,35.640053,-78.030662
404,27525,"Franklinton, North Carolina","10,573",106.7,Franklinton,36.110802,-78.465516
405,28579,"Smyrna, North Carolina",390,106.61,Smyrna,34.760705,-76.52008
406,27052,"Walnut Cove, North Carolina","10,380",106.38,Walnut Cove,36.31883,-80.150635
407,27807,"Bailey, North Carolina","5,686",106.01,Bailey,35.804496,-78.095516
408,27041,"Pilot Mountain, North Carolina","7,036",106.01,Pilot Mountain,36.41096,-80.488991
409,28698,"Zionville, North Carolina","2,258",105.63,Zionville,36.307444,-81.730169
410,28678,"Stony Point, North Carolina","4,637",105.56,Stony Point,35.842876,-81.070888
411,27856,"Nashville, North Carolina","15,094",105.01,Nashville,36.026518,-77.987864
412,28107,"Midland, North Carolina","5,263",104.48,Midland,35.25286,-80.51868
413,27932,"Edenton, North Carolina","12,362",104.42,Edenton,36.107824,-76.607876
414,28343,"Gibson, North Carolina","1,769",104.28,Gibson,34.769641,-79.594622
415,28168,"Vale, North Carolina","9,366",104.04,Vale,35.55236,-81.425071
416,28752,"Marion, North Carolina","29,221",103.73,Marion,35.713081,-82.058259
417,28114,"Mooresboro, North Carolina","7,016",103.4,Mooresboro,35.232772,-81.751903
418,28364,"Maxton, North Carolina","13,513",103.24,Maxton,34.707179,-79.323457
419,28139,"Rutherfordton, North Carolina","17,943",102.84,Rutherfordton,35.348363,-81.994737
420,27583,"Timberlake, North Carolina","4,674",102.71,Timberlake,36.309721,-78.930893
421,27886,"Tarboro, North Carolina","19,913",102.67,Tarboro,35.912368,-77.526864
422,27557,"Middlesex, North Carolina","6,593",102.61,Middlesex,35.775745,-78.202441
423,27017,"Dobson, North Carolina","8,577",100.95,Dobson,36.359685,-80.719898
424,28513,"Ayden, North Carolina","9,930",100.94,Ayden,35.443137,-77.397908
425,28694,"West Jefferson, North Carolina","6,752",100.76,West Jefferson,36.357952,-81.462271
426,27048,"Stoneville, North Carolina","8,392",100.67,Stoneville,36.482512,-79.917678
427,27298,"Liberty, North Carolina","9,527",100.45,Liberty,35.885112,-79.567545
428,28328,"Clinton, North Carolina","25,313",99.26,Clinton,35.00635,-78.33823
429,27011,"Boonville, North Carolina","5,310",98.56,Boonville,36.216451,-80.698472
430,27007,"Ararat, North Carolina","1,339",98.54,Ararat,36.379818,-80.591143
431,27542,"Kenly, North Carolina","7,501",98.48,Kenly,35.623192,-78.141177
432,27828,"Farmville, North Carolina","9,055",98.32,Farmville,35.591919,-77.589195
433,27316,"Ramseur, North Carolina","6,667",97.86,Ramseur,35.688212,-79.616635
434,28742,"Horse Shoe, North Carolina","6,177",96.48,Horse Shoe,35.38269,-82.651028
435,28472,"Whiteville, North Carolina","18,960",95.95,Whiteville,34.298944,-78.690146
436,28127,"New London, North Carolina","7,083",95.53,New London,35.468227,-80.182719
437,28394,"Vass, North Carolina","4,258",94.86,Vass,35.214456,-79.251617
438,28772,"Rosman, North Carolina","1,044",94.82,Rosman,35.133363,-82.850941
439,27344,"Siler City, North Carolina","15,848",94.56,Siler City,35.730926,-79.428721
440,27054,"Woodleaf, North Carolina","2,342",94.44,Woodleaf,35.79254,-80.597888
441,28551,"La Grange, North Carolina","12,329",94.08,La Grange,35.316749,-77.770874
442,27910,"Ahoskie, North Carolina","11,119",93.97,Ahoskie,36.30016,-76.993414
443,28716,"Canton, North Carolina","17,019",93.37,Canton,35.460265,-82.867106
444,27042,"Pine Hall, North Carolina",649,92.9,Pine Hall,36.350453,-80.062564
445,28090,"Lawndale, North Carolina","8,275",91.91,Lawndale,35.454659,-81.559555
446,27243,"Efland, North Carolina","3,206",91.83,Efland,36.066916,-79.198148
447,28789,"Whittier, North Carolina","5,015",91.02,Whittier,35.430017,-83.286079
448,28326,"Cameron, North Carolina","10,205",90.06,Cameron,35.273827,-79.159382
449,28431,"Chadbourn, North Carolina","7,289",89.99,Chadbourn,34.3245,-78.846908
450,27822,"Elm City, North Carolina","7,874",89.91,Elm City,35.804779,-77.839022
451,28580,"Snow Hill, North Carolina","8,816",89.51,Snow Hill,35.442874,-77.706926
452,27584,"Townsville, North Carolina",146,89.16,Townsville,36.528896,-78.444524
453,28462,"Supply, North Carolina","9,822",89.02,Supply,34.038603,-78.296236
454,28340,"Fairmont, North Carolina","11,020",88.85,Fairmont,34.462292,-79.138468
455,27986,"Winton, North Carolina","1,620",88.8,Winton,36.379434,-76.921221
456,27019,"Germanton, North Carolina","4,523",88.66,Germanton,36.31312,-80.245976
457,27315,"Providence, North Carolina","1,587",88.65,Providence,36.502996,-79.380914
458,27503,"Bahama, North Carolina","3,304",88.52,Bahama,36.152584,-78.884277
459,27018,"East Bend, North Carolina","7,293",88.48,East Bend,36.197141,-80.518248
460,27043,"Pinnacle, North Carolina","5,364",88.44,Pinnacle,36.334484,-80.447105
461,28636,"Hiddenite, North Carolina","4,772",88.15,Hiddenite,35.94741,-81.062971
462,28768,"Pisgah Forest, North Carolina","6,773",88.04,Pisgah Forest,35.297872,-82.692321
463,27209,"Biscoe, North Carolina","3,761",86.66,Biscoe,35.343102,-79.753442
464,28692,"Vilas, North Carolina","3,482",86.48,Vilas,36.291456,-81.806434
465,27020,"Hamptonville, North Carolina","5,901",86.26,Hamptonville,36.105531,-80.808767
466,28721,"Clyde, North Carolina","8,256",85.55,Clyde,35.667537,-82.962359
467,27832,"Gaston, North Carolina","3,144",85.24,Gaston,36.51624,-77.709502
468,28443,"Hampstead, North Carolina","11,594",85.18,Hampstead,34.445036,-77.675712
469,28439,"Fair Bluff, North Carolina","1,745",84.92,Fair Bluff,34.303398,-79.005429
470,27958,"Moyock, North Carolina","6,937",84.67,Moyock,36.501073,-76.173307
471,28651,"Millers Creek, North Carolina","6,139",84.43,Millers Creek,36.311646,-81.312196
472,28905,"Marble, North Carolina","2,543",84.16,Marble,35.172133,-83.931273
473,28452,"Longwood, North Carolina",360,83.89,Longwood,33.999128,-78.556074
474,28351,"Laurel Hill, North Carolina","5,100",82.83,Laurel Hill,34.84827,-79.563854
475,28530,"Grifton, North Carolina","6,147",82.77,Grifton,35.363409,-77.415214
476,28357,"Lumber Bridge, North Carolina","2,883",82.76,Lumber Bridge,34.901888,-79.082766
477,27880,"Sims, North Carolina","2,138",82.47,Sims,35.730736,-78.080589
478,28531,"Harkers Island, North Carolina","1,525",81.93,Harkers Island,34.700209,-76.556553
479,27563,"Norlina, North Carolina","5,191",81.78,Norlina,36.421259,-78.220845
480,27549,"Louisburg, North Carolina","21,818",81.49,Louisburg,36.089631,-78.234318
481,28751,"Maggie Valley, North Carolina","2,880",81.47,Maggie Valley,35.516879,-83.10554
482,28734,"Franklin, North Carolina","23,109",80.92,Franklin,35.198983,-83.421438
483,27892,"Williamston, North Carolina","15,509",80.71,Williamston,35.81597,-77.063194
484,28634,"Harmony, North Carolina","5,217",80.38,Harmony,35.972899,-80.75696
485,28761,"Nebo, North Carolina","6,749",80.35,Nebo,35.652345,-81.90457
486,27569,"Princeton, North Carolina","6,321",80.22,Princeton,35.429475,-78.172122
487,28344,"Godwin, North Carolina","3,018",80.19,Godwin,35.169594,-78.640414
488,27809,"Battleboro, North Carolina","5,162",80.16,Battleboro,36.016777,-77.741619
489,28511,"Atlantic, North Carolina",817,79.76,Atlantic,34.901116,-76.345763
490,27325,"Robbins, North Carolina","6,760",79.39,Robbins,35.464346,-79.578926
491,28754,"Mars Hill, North Carolina","7,367",79.34,Mars Hill,35.872733,-82.512465
492,27837,"Grimesland, North Carolina","4,377",79.25,Grimesland,35.516677,-77.211067
493,27960,"Ocracoke, North Carolina",769,79.06,Ocracoke,35.073231,-75.998527
494,27819,"Conetoe, North Carolina",480,78.16,Conetoe,35.825638,-77.440922
495,27349,"Snow Camp, North Carolina","4,925",77.82,Snow Camp,35.901313,-79.416062
496,27312,"Pittsboro, North Carolina","12,513",77.57,Pittsboro,35.760308,-79.19878
497,28901,"Andrews, North Carolina","5,301",77.54,Andrews,35.202394,-83.803956
498,27524,"Four Oaks, North Carolina","9,853",77.44,Four Oaks,35.394563,-78.387595
499,28347,"Hoffman, North Carolina","2,663",77.44,Hoffman,35.04102,-79.564599
500,28464,"Teachey, North Carolina","1,746",77.38,Teachey,34.77664,-78.01732
501,28365,"Mount Olive, North Carolina","15,135",76.22,Mount Olive,35.172624,-78.052397
502,28762,"Old Fort, North Carolina","6,373",76.18,Old Fort,35.62679,-82.231583
503,27505,"Broadway, North Carolina","4,504",76.06,Broadway,35.423373,-79.000039
504,28398,"Warsaw, North Carolina","7,195",75.63,Warsaw,34.995035,-78.071712
505,28574,"Richlands, North Carolina","9,869",75.41,Richlands,34.860075,-77.588612
506,27311,"Pelham, North Carolina","3,831",75.22,Pelham,36.484143,-79.468272
507,28622,"Elk Park, North Carolina","2,457",74.9,Elk Park,36.196882,-81.945538
508,27830,"Fremont, North Carolina","5,103",74.4,Fremont,35.564168,-77.950309
509,27013,"Cleveland, North Carolina","5,484",73.81,Cleveland,35.750492,-80.700079
510,27565,"Oxford, North Carolina","23,470",73.7,Oxford,36.361663,-78.649294
511,27947,"Jarvisburg, North Carolina",604,73.65,Jarvisburg,36.182059,-75.856411
512,27831,"Garysburg, North Carolina","3,138",73.58,Garysburg,36.464394,-77.562862
513,28670,"Ronda, North Carolina","2,998",72.78,Ronda,36.194017,-80.914766
514,28383,"Rowland, North Carolina","7,498",72.45,Rowland,34.576974,-79.262696
515,28356,"Linden, North Carolina","3,896",71.74,Linden,35.235916,-78.79104
516,28385,"Salemburg, North Carolina","4,233",71.62,Salemburg,35.073309,-78.503596
517,27882,"Spring Hope, North Carolina","6,197",71.42,Spring Hope,35.930727,-78.102864
518,28538,"Hookerton, North Carolina","2,341",71.2,Hookerton,35.422484,-77.571299
519,28909,"Warne, North Carolina",573,70.65,Warne,34.999507,-83.939638
520,28463,"Tabor City, North Carolina","7,969",70.3,Tabor City,34.104765,-78.782385
521,28327,"Carthage, North Carolina","13,256",69.97,Carthage,35.360618,-79.421812
522,28578,"Seven Springs, North Carolina","4,209",69.95,Seven Springs,35.196952,-77.856972
523,27355,"Staley, North Carolina","2,493",69.94,Staley,35.794966,-79.574007
524,28604,"Banner Elk, North Carolina","5,466",69.52,Banner Elk,36.158156,-81.844493
525,28320,"Bladenboro, North Carolina","8,810",69.23,Bladenboro,34.558099,-78.772787
526,27844,"Hollister, North Carolina","2,341",68.9,Hollister,36.242712,-77.946424
527,28582,"Stella, North Carolina","1,178",68.75,Stella,34.751401,-77.154378
528,28679,"Sugar Grove, North Carolina","1,534",68.14,Sugar Grove,36.261207,-81.828295
529,28518,"Beulaville, North Carolina","6,116",66.61,Beulaville,34.894823,-77.747493
530,27916,"Aydlett, North Carolina",441,65.14,Aydlett,36.302497,-75.909193
531,27305,"Milton, North Carolina","1,616",64.93,Milton,36.51577,-79.216717
532,27581,"Stem, North Carolina","2,614",64.59,Stem,36.203253,-78.73607
533,28902,"Brasstown, North Carolina",788,64.19,Brasstown,35.029617,-83.948917
534,28669,"Roaring River, North Carolina","2,961",63.75,Roaring River,36.238082,-80.992982
535,27812,"Bethel, North Carolina","2,892",63.74,Bethel,35.806476,-77.380511
536,28170,"Wadesboro, North Carolina","12,321",63.73,Wadesboro,34.99468,-80.10867
537,27962,"Plymouth, North Carolina","8,042",63.6,Plymouth,35.797588,-76.716459
538,28425,"Burgaw, North Carolina","9,483",63.4,Burgaw,34.565212,-77.898522
539,27379,"Yanceyville, North Carolina","5,940",63.37,Yanceyville,36.382747,-79.349089
540,28323,"Bunnlevel, North Carolina","2,225",63.25,Bunnlevel,35.321281,-78.824176
541,28337,"Elizabethtown, North Carolina","9,225",63.01,Elizabethtown,34.657313,-78.574655
542,28456,"Riegelwood, North Carolina","3,507",62.58,Riegelwood,34.374405,-78.287099
543,28525,"Deep Run, North Carolina","3,013",62.14,Deep Run,35.11525,-77.685126
544,27572,"Rougemont, North Carolina","6,561",62.13,Rougemont,36.255158,-78.877507
545,28137,"Richfield, North Carolina","2,777",61.95,Richfield,35.497797,-80.262685
546,28103,"Marshville, North Carolina","9,095",61.87,Marshville,35.010589,-80.354282
547,27950,"Knotts Island, North Carolina","1,825",61.74,Knotts Island,36.529091,-76.061679
548,28378,"Rex, North Carolina",49,61.7,Rex,34.85971,-79.051783
549,28657,"Newland, North Carolina","10,245",61.66,Newland,36.021961,-81.942482
550,28623,"Ennice, North Carolina","1,642",61.61,Ennice,36.535317,-80.977696
551,27972,"Salvo, North Carolina",339,61,Salvo,35.4266,-75.485316
552,27544,"Kittrell, North Carolina","3,730",60.69,Kittrell,36.199787,-78.446559
553,28508,"Albertson, North Carolina","1,771",60.37,Albertson,35.108669,-77.827029
554,28714,"Burnsville, North Carolina","15,661",60.05,Burnsville,35.878528,-82.304617
555,28071,"Gold Hill, North Carolina","2,941",59.95,Gold Hill,35.517631,-80.316323
556,28723,"Cullowhee, North Carolina","8,655",59.25,Cullowhee,35.290811,-83.11683
557,28626,"Fleetwood, North Carolina","1,818",59,Fleetwood,36.291416,-81.497423
558,27840,"Hamilton, North Carolina",406,58.97,Hamilton,35.978297,-77.21295
559,27047,"Siloam, North Carolina","1,233",58.83,Siloam,36.316943,-80.57243
560,27326,"Ruffin, North Carolina","3,836",58.67,Ruffin,36.46169,-79.55641
561,28617,"Crumpler, North Carolina","2,311",58.65,Crumpler,36.480702,-81.361979
562,27371,"Troy, North Carolina","8,058",58.1,Troy,35.424637,-79.955375
563,28510,"Arapahoe, North Carolina","1,423",57.05,Arapahoe,35.010783,-76.80923
564,27239,"Denton, North Carolina","8,528",56.61,Denton,35.600845,-80.090334
565,27820,"Conway, North Carolina","2,669",56.39,Conway,36.417717,-77.235794
566,28318,"Autryville, North Carolina","4,019",56.19,Autryville,35.026077,-78.619985
567,27231,"Cedar Grove, North Carolina","1,970",56.11,Cedar Grove,36.207715,-79.169419
568,28790,"Zirconia, North Carolina","2,533",55.81,Zirconia,35.198197,-82.495159
569,27852,"Macclesfield, North Carolina","2,653",55.51,Macclesfield,35.750459,-77.636931
570,27967,"Powellsville, North Carolina",565,54.95,Powellsville,36.228655,-76.975129
571,28713,"Bryson City, North Carolina","8,286",54.79,Bryson City,35.369463,-83.499854
572,28635,"Hays, North Carolina","3,451",54.38,Hays,36.342974,-81.124387
573,28382,"Roseboro, North Carolina","5,999",54.36,Roseboro,34.925966,-78.533268
574,28773,"Saluda, North Carolina","2,708",54.35,Saluda,35.277424,-82.32354
