created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,retweeted_status,quoted_status,text,favorited_by,display_text_width,quoted_status_id,quoted_status_id_str,quoted_status_permalink,metadata,query,possibly_sensitive_appealable
Tue Jul 26 21:45:06 +0000 2022,1552047382292009e3,1552047382292008960,"El estrés de la inflación no solo afecta las cuentas bancarias; también puede generar sentimientos de depresión, vergüenza o miedo. Hablamos con expertos financieros sobre cómo lidiar con las consecuencias emocionales de las preocupaciones económicas. https://t.co/05CvgRjrk7",FALSE,275,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,18,57,FALSE,FALSE,FALSE,es,,,"El estrés de la inflación no solo afecta las cuentas bancarias; también puede generar sentimientos de depresión, vergüenza o miedo. Hablamos con expertos financieros sobre cómo lidiar con las consecuencias emocionales de las preocupaciones económicas. https://t.co/05CvgRjrk7",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 21:30:07 +0000 2022,1552043611684065300,1552043611684065283,St. Louis officials were assessing the damage after record rainfall turned interstates and neighborhoods into roaring rivers that collapsed roofs and forced residents to flee in inflatable boats. One person died after being pulled from a flooded vehicle. https://t.co/B91aFiYeFu,FALSE,278,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,62,131,FALSE,FALSE,FALSE,en,,,St. Louis officials were assessing the damage after record rainfall turned interstates and neighborhoods into roaring rivers that collapsed roofs and forced residents to flee in inflatable boats. One person died after being pulled from a flooded vehicle. https://t.co/B91aFiYeFu,NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 21:20:07 +0000 2022,1552041096162713600,1552041096162713601,"Kraken, one of the world’s largest crypto exchanges, is under federal investigation, suspected of violating U.S. sanctions by allowing users in Iran and elsewhere to buy and sell digital tokens, according to people with knowledge of the inquiry. https://t.co/3MHynLkbVb",FALSE,269,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,111,285,FALSE,FALSE,FALSE,en,,,"Kraken, one of the world’s largest crypto exchanges, is under federal investigation, suspected of violating U.S. sanctions by allowing users in Iran and elsewhere to buy and sell digital tokens, according to people with knowledge of the inquiry. https://t.co/3MHynLkbVb",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 21:10:04 +0000 2022,1552038568691900400,1552038568691900417,"The Pacific Northwest will face triple-digit temperatures this week, after flash floods broke a century-old rain record in St. Louis. https://t.co/9rA7sn9RGt",FALSE,157,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,88,315,FALSE,FALSE,FALSE,en,,,"The Pacific Northwest will face triple-digit temperatures this week, after flash floods broke a century-old rain record in St. Louis. https://t.co/9rA7sn9RGt",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 21:00:08 +0000 2022,1552036067011969e3,1552036067011969025,"A white, Teflon-coated jacket worn by the astronaut Buzz Aldrin during the Apollo 11 mission to the moon in 1969 sold for $2.7 million at a Sotheby’s auction on Tuesday. https://t.co/1b1Z4ogiwF https://t.co/K9qg6WX1yK",FALSE,193,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,132,622,FALSE,FALSE,FALSE,en,,,"A white, Teflon-coated jacket worn by the astronaut Buzz Aldrin during the Apollo 11 mission to the moon in 1969 sold for $2.7 million at a Sotheby’s auction on Tuesday. https://t.co/1b1Z4ogiwF https://t.co/K9qg6WX1yK",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 20:50:06 +0000 2022,1552033540304511e3,1552033540304510977,"Kylie Jenner, James Charles and others are speaking out over features that make Instagram more like TikTok. https://t.co/Ry1QyOw2OF",FALSE,131,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,72,620,FALSE,FALSE,FALSE,en,,,"Kylie Jenner, James Charles and others are speaking out over features that make Instagram more like TikTok. https://t.co/Ry1QyOw2OF",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 20:40:02 +0000 2022,1552031007636963300,1552031007636963328,"As scorching temperatures grip portions of the U.S., the Biden administration has launched a website that includes interactive maps, tips on keeping cool and data designed to help officials prepare for heat waves. https://t.co/OISlJiHcsT",FALSE,237,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,76,215,FALSE,FALSE,FALSE,en,,,"As scorching temperatures grip portions of the U.S., the Biden administration has launched a website that includes interactive maps, tips on keeping cool and data designed to help officials prepare for heat waves. https://t.co/OISlJiHcsT",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 20:20:06 +0000 2022,1552025993224798200,1552025993224798209,Mark Zuckerberg is trying to push Meta away from its social networking roots and center it on the immersive — and so far theoretical — world of the so-called metaverse. https://t.co/oQZaui3057,FALSE,192,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,54,162,FALSE,FALSE,FALSE,en,,,Mark Zuckerberg is trying to push Meta away from its social networking roots and center it on the immersive — and so far theoretical — world of the so-called metaverse. https://t.co/oQZaui3057,NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 20:10:04 +0000 2022,1552023466278375400,1552023466278375424,"The House Democrats’ campaign arm is elevating John Gibbs, a far-right candidate endorsed by Donald Trump, against Rep. Peter Meijer, a Republican who voted to impeach Trump, in an effort to highlight candidates they think will be easier to beat this fall. https://t.co/jEIgs5ODiV",FALSE,280,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,140,439,FALSE,FALSE,FALSE,en,,,"The House Democrats’ campaign arm is elevating John Gibbs, a far-right candidate endorsed by Donald Trump, against Rep. Peter Meijer, a Republican who voted to impeach Trump, in an effort to highlight candidates they think will be easier to beat this fall. https://t.co/jEIgs5ODiV",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 20:00:26 +0000 2022,1552021041739976700,1552021041739976704,"From @TheAthletic:

After two years of eye-popping sales, the multi-billion-dollar sports-card industry is seeing prices cool off. This isn't necessarily a bad thing, some say, as more collectors can get into the hobby — especially kids. https://t.co/fPNy6OwEqI",FALSE,261,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,16,53,FALSE,FALSE,FALSE,en,,,"From @TheAthletic:

After two years of eye-popping sales, the multi-billion-dollar sports-card industry is seeing prices cool off. This isn't necessarily a bad thing, some say, as more collectors can get into the hobby — especially kids. https://t.co/fPNy6OwEqI",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 19:30:10 +0000 2022,1552013426188329e3,1552013426188328961,"The Omicron subvariant BA.5 has become overwhelmingly dominant in the U.S., according to the CDC. The symptoms are similar to those of earlier versions of Omicron, experts say. https://t.co/g1Shiv9gJM https://t.co/XAidQ12UnA",FALSE,200,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,556,1081,FALSE,FALSE,FALSE,en,,,"The Omicron subvariant BA.5 has become overwhelmingly dominant in the U.S., according to the CDC. The symptoms are similar to those of earlier versions of Omicron, experts say. https://t.co/g1Shiv9gJM https://t.co/XAidQ12UnA",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 19:20:04 +0000 2022,1552010883202777e3,1552010883202777088,"The Senate moved toward passing an expansive industrial policy bill to counter China’s technological and manufacturing dominance, voting to push legislation that includes over $52 billion in subsidies for companies that build semiconductors in the U.S. https://t.co/GvWqUsJoFC",FALSE,276,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,99,318,FALSE,FALSE,FALSE,en,,,"The Senate moved toward passing an expansive industrial policy bill to counter China’s technological and manufacturing dominance, voting to push legislation that includes over $52 billion in subsidies for companies that build semiconductors in the U.S. https://t.co/GvWqUsJoFC",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 19:10:07 +0000 2022,1552008382286110700,1552008382286110723,"The Biden administration on Monday escalated a campaign to try to convince U.S. voters that the country has not fallen into recession, before the release this week of new data that could show the economy continues to shrink. https://t.co/ScOsn77bL7",FALSE,248,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,131,518,FALSE,FALSE,FALSE,en,,,"The Biden administration on Monday escalated a campaign to try to convince U.S. voters that the country has not fallen into recession, before the release this week of new data that could show the economy continues to shrink. https://t.co/ScOsn77bL7",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 18:40:07 +0000 2022,1552000830450057200,1552000830450057216,"The parents of a 12-year-old British boy in a deep coma, who was determined to have severe brain damage, lost an appeal to keep him on life support on Monday. His parents may try to take the case to the European Court of Human Rights, their lawyer said. https://t.co/8jrT4zny0O",FALSE,277,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,33,143,FALSE,FALSE,FALSE,en,,,"The parents of a 12-year-old British boy in a deep coma, who was determined to have severe brain damage, lost an appeal to keep him on life support on Monday. His parents may try to take the case to the European Court of Human Rights, their lawyer said. https://t.co/8jrT4zny0O",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 18:30:04 +0000 2022,1551998302647902200,1551998302647902210,Online fund-raising has slowed across much of the Republican Party in recent months. The unusual pullback of small donors set off a mad rush among the party's political operatives to understand why — and to reverse the decline as the election nears. https://t.co/3Fq9YdUFUk,FALSE,273,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,93,353,FALSE,FALSE,FALSE,en,,,Online fund-raising has slowed across much of the Republican Party in recent months. The unusual pullback of small donors set off a mad rush among the party's political operatives to understand why — and to reverse the decline as the election nears. https://t.co/3Fq9YdUFUk,NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 18:20:09 +0000 2022,1551995804432453600,1551995804432453634,Young people in Kyiv are going out in droves and seeing friends for the first time since the war in Ukraine began. They're also making it back home in time for the strict nighttime curfew set in the city. https://t.co/kMjeKmzexC,FALSE,228,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,150,790,FALSE,FALSE,FALSE,en,,,Young people in Kyiv are going out in droves and seeing friends for the first time since the war in Ukraine began. They're also making it back home in time for the strict nighttime curfew set in the city. https://t.co/kMjeKmzexC,NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 18:19:29 +0000 2022,1551995636450558e3,1551995636450557959,"More than seven inches of rain fell in St. Louis, causing flash flooding and forcing people to be rescued from homes. One person died after being pulled from a flooded vehicle. https://t.co/LTx1HXOyDr https://t.co/NQDDuT8ZAH",FALSE,200,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,86,242,FALSE,FALSE,FALSE,en,,,"More than seven inches of rain fell in St. Louis, causing flash flooding and forcing people to be rescued from homes. One person died after being pulled from a flooded vehicle. https://t.co/LTx1HXOyDr https://t.co/NQDDuT8ZAH",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 18:05:03 +0000 2022,1551992007119216600,1551992007119216645,"It's Ukraine's version of the Alamo. For 80 days, Russians met unyielding Ukrainian resistance in an apocalyptic siege at a steel factory. 

The battle for Azovstal has already become legend. This is the story of the fighters and civilians who were there. https://t.co/NLJKei5OzD https://t.co/bJdHyjWeyX",FALSE,279,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,118,540,FALSE,FALSE,FALSE,en,,,"It's Ukraine's version of the Alamo. For 80 days, Russians met unyielding Ukrainian resistance in an apocalyptic siege at a steel factory. 

The battle for Azovstal has already become legend. This is the story of the fighters and civilians who were there. https://t.co/NLJKei5OzD https://t.co/bJdHyjWeyX",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 18:00:21 +0000 2022,1551990821423120400,1551990821423120388,"RT @MikeIsaac: Mark Zuckerberg isn't messing around, again

shape up or ship out, metamates! 

https://t.co/PxQxonhzct",FALSE,118,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,54,0,FALSE,FALSE,FALSE,en,,,"RT @MikeIsaac: Mark Zuckerberg isn't messing around, again

shape up or ship out, metamates! 

https://t.co/PxQxonhzct",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 17:55:06 +0000 2022,1551989500955574300,1551989500955574272,"A recent lawsuit claimed that Skittles were “unfit for human consumption” because of the presence of titanium dioxide, a food additive that's in thousands of products. Here’s what experts say about its safety. https://t.co/vzMW0lIRI7",FALSE,233,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,104,255,FALSE,FALSE,FALSE,en,,,"A recent lawsuit claimed that Skittles were “unfit for human consumption” because of the presence of titanium dioxide, a food additive that's in thousands of products. Here’s what experts say about its safety. https://t.co/vzMW0lIRI7",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 17:53:49 +0000 2022,155198918017092e4,1551989180170919936,Exclusive: Previously undisclosed emails offer an inside look at the desperate and often slapdash effort by Donald Trump's allies to reverse his election defeat in 2020 and promote “fake” electors. https://t.co/j2wgkI8kHi,FALSE,221,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,467,944,FALSE,FALSE,FALSE,en,,,Exclusive: Previously undisclosed emails offer an inside look at the desperate and often slapdash effort by Donald Trump's allies to reverse his election defeat in 2020 and promote “fake” electors. https://t.co/j2wgkI8kHi,NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 17:45:09 +0000 2022,1551986996154966e3,1551986996154966018,"Russia will leave the International Space Station after its current commitment expires at the end of 2024, the new head of Russia’s space agency, Yuri Borisov, announced on Tuesday. https://t.co/XH80y7QX0i https://t.co/nGhvXzVDAF",FALSE,205,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,366,2078,FALSE,FALSE,FALSE,en,,,"Russia will leave the International Space Station after its current commitment expires at the end of 2024, the new head of Russia’s space agency, Yuri Borisov, announced on Tuesday. https://t.co/XH80y7QX0i https://t.co/nGhvXzVDAF",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 17:37:02 +0000 2022,1551984956527739e3,1551984956527738880,"RT @maggieNYT: SCOOP: @lukebroadwater and I reviewed dozens of emails between Trump campaign officials and lawyers, including one in which…",FALSE,139,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,3206,0,FALSE,FALSE,NA,en,,,"RT @maggieNYT: SCOOP: @lukebroadwater and I reviewed dozens of emails between Trump campaign officials and lawyers, including one in which…",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 17:30:47 +0000 2022,1551983383781195800,1551983383781195778,"In Opinion

Liz Cheney ""represents the people of Wyoming on many issues that are important to them, but she drew a line when it came to a fundamental attack on our democracy"" and wouldn't cross it. Elise Stefanik did, Peter Wehner writes in a guest essay. https://t.co/cG7gnfiLDw",FALSE,279,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,78,338,FALSE,FALSE,FALSE,en,,,"In Opinion

Liz Cheney ""represents the people of Wyoming on many issues that are important to them, but she drew a line when it came to a fundamental attack on our democracy"" and wouldn't cross it. Elise Stefanik did, Peter Wehner writes in a guest essay. https://t.co/cG7gnfiLDw",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 17:15:13 +0000 2022,1551979464493523e3,1551979464493522945,"Cuando ya ha transcurrido más de un año y medio del mandato de Joe Biden, las prioridades de política exterior de su gobierno son sorprendentemente consistentes con las de Trump, aseguran funcionarios retirados y analistas. https://t.co/BQaLXJpyMZ",FALSE,247,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,14,42,FALSE,FALSE,FALSE,es,,,"Cuando ya ha transcurrido más de un año y medio del mandato de Joe Biden, las prioridades de política exterior de su gobierno son sorprendentemente consistentes con las de Trump, aseguran funcionarios retirados y analistas. https://t.co/BQaLXJpyMZ",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 17:10:06 +0000 2022,1551978179182698500,1551978179182698498,"From @TheAthleticUK

Ten years after London 2012, those involved in Britain’s men’s soccer team explain why the first Olympic squad in 52 years was almost certainly the last.
https://t.co/1Chudgjr3D https://t.co/qpuKmBpYST",FALSE,198,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,17,104,FALSE,FALSE,FALSE,en,,,"From @TheAthleticUK

Ten years after London 2012, those involved in Britain’s men’s soccer team explain why the first Olympic squad in 52 years was almost certainly the last.
https://t.co/1Chudgjr3D https://t.co/qpuKmBpYST",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 17:00:23 +0000 2022,1551975732133482500,1551975732133482505,"The WHO declared monkeypox a global health emergency, but many critical tools for responding to it are still not widely available, even in the U.S. 

Here's a guide to getting vaccinated, tested and treated. https://t.co/N0pZUYKBN5",FALSE,231,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,82,178,FALSE,FALSE,FALSE,en,,,"The WHO declared monkeypox a global health emergency, but many critical tools for responding to it are still not widely available, even in the U.S. 

Here's a guide to getting vaccinated, tested and treated. https://t.co/N0pZUYKBN5",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 16:57:45 +0000 2022,1551975068917432300,1551975068917432320,"More than seven inches of rain fell Tuesday in St. Louis, triggering flash floods and leading to reports of rescues from homes and submerged vehicles. In parts of the area, rescuers used inflatable boats to just to reach houses. https://t.co/WnlMfJiizw",FALSE,252,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,101,221,FALSE,FALSE,FALSE,en,,,"More than seven inches of rain fell Tuesday in St. Louis, triggering flash floods and leading to reports of rescues from homes and submerged vehicles. In parts of the area, rescuers used inflatable boats to just to reach houses. https://t.co/WnlMfJiizw",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 16:45:04 +0000 2022,1551971878939549700,1551971878939549696,"RT @lydiadepillis: New from me: Small businesses got help to weather the pandemic, but keep taking hit after hit -- from high prices to ris…",FALSE,140,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,20,0,FALSE,FALSE,NA,en,,,"RT @lydiadepillis: New from me: Small businesses got help to weather the pandemic, but keep taking hit after hit -- from high prices to ris…",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 16:30:20 +0000 2022,1551968169564246e3,1551968169564246019,"In Opinion

""Though the publishing industry would never condone book banning, a subtler form of repression is taking place in the literary world,"" Pamela Paul writes. https://t.co/6HR7De8TSB",FALSE,190,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,44,127,FALSE,FALSE,FALSE,en,,,"In Opinion

""Though the publishing industry would never condone book banning, a subtler form of repression is taking place in the literary world,"" Pamela Paul writes. https://t.co/6HR7De8TSB",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 16:20:08 +0000 2022,1551965601702510600,1551965601702510593,"From @TheAthletic:

At the time, it seemed like Tom Brady, Bill Belichick and the Patriots were one-year wonders who couldn't rekindle the magic of their 2001 Super Bowl. Why the 2002 season was merely a hiccup in an NFL dynasty.
https://t.co/vIzjlDy7qB https://t.co/MJPBTgimUh",FALSE,253,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,18,99,FALSE,FALSE,FALSE,en,,,"From @TheAthletic:

At the time, it seemed like Tom Brady, Bill Belichick and the Patriots were one-year wonders who couldn't rekindle the magic of their 2001 Super Bowl. Why the 2002 season was merely a hiccup in an NFL dynasty.
https://t.co/vIzjlDy7qB https://t.co/MJPBTgimUh",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 16:15:07 +0000 2022,1551964341913649200,1551964341913649154,"RT @ShaneGoldmacher: NEW: GOP fundraising dropped 12% in Q2 on WinRed, alarming Republicans who expected growth as election nears. 

Democr…",FALSE,140,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,504,0,FALSE,FALSE,NA,en,,,"RT @ShaneGoldmacher: NEW: GOP fundraising dropped 12% in Q2 on WinRed, alarming Republicans who expected growth as election nears. 

Democr…",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 16:00:16 +0000 2022,1551960605069873200,1551960605069873153,"California’s “last call” comes just before 2 a.m. After that, it's illegal to sell alcohol anywhere in the state.

Now, a proposal in the State Legislature wants to change that. https://t.co/3brcfjvxRK",FALSE,201,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,93,475,FALSE,FALSE,FALSE,en,,,"California’s “last call” comes just before 2 a.m. After that, it's illegal to sell alcohol anywhere in the state.

Now, a proposal in the State Legislature wants to change that. https://t.co/3brcfjvxRK",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 15:45:06 +0000 2022,1551956786269266e3,1551956786269265927,"Diana Kennedy parecía imaginar los platos mexicanos como artefactos que podía difundir, preservar y enseñar. Su trabajo, escribe nuestra crítica @tejalrao, fue extraordinario, esencial y, para muchos, exasperante. https://t.co/udOWBnVwYk",FALSE,237,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,14,60,FALSE,FALSE,FALSE,es,,,"Diana Kennedy parecía imaginar los platos mexicanos como artefactos que podía difundir, preservar y enseñar. Su trabajo, escribe nuestra crítica @tejalrao, fue extraordinario, esencial y, para muchos, exasperante. https://t.co/udOWBnVwYk",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 15:30:12 +0000 2022,1551953037975081e3,1551953037975080961,"Vancouver, a city consistently on the forefront of “harm reduction” for drug users, has opened a fentanyl dispensary, funded by Canada’s public health system, to provide safer alternatives to increasingly lethal street drugs.
https://t.co/FjvE1PP1l5",FALSE,249,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,92,288,FALSE,FALSE,FALSE,en,,,"Vancouver, a city consistently on the forefront of “harm reduction” for drug users, has opened a fentanyl dispensary, funded by Canada’s public health system, to provide safer alternatives to increasingly lethal street drugs.
https://t.co/FjvE1PP1l5",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 15:20:06 +0000 2022,1551950493538189300,1551950493538189316,"From @TheAthletic:

There is one NBA star who defies an era of rampant player movement. What makes him — and his connection to his team — different? https://t.co/wufdcPJAEo",FALSE,172,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,12,102,FALSE,FALSE,FALSE,en,,,"From @TheAthletic:

There is one NBA star who defies an era of rampant player movement. What makes him — and his connection to his team — different? https://t.co/wufdcPJAEo",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 15:15:04 +0000 2022,1551949226783002600,1551949226783002625,"He's the mud man, and he's shipped to the Diamondbacks, the Rangers and the Blue Jays.

Jim Bintliff collects the Delaware River mud that is smeared on Major League baseballs to make them less slippery. But that tradition is in jeopardy. https://t.co/2r4exOKQOb",FALSE,261,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,25,140,FALSE,FALSE,FALSE,en,,,"He's the mud man, and he's shipped to the Diamondbacks, the Rangers and the Blue Jays.

Jim Bintliff collects the Delaware River mud that is smeared on Major League baseballs to make them less slippery. But that tradition is in jeopardy. https://t.co/2r4exOKQOb",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 15:00:15 +0000 2022,1551945498935926800,1551945498935926785,"In Opinion

""In healthy democracies, the fringe bends toward the center,"" Bret Stephens tells Gail Collins in their latest conversation. ""In our democracy, the center always seems to be lurching toward the fringe."" https://t.co/TWmwB2D8zS",FALSE,238,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,30,212,FALSE,FALSE,FALSE,en,,,"In Opinion

""In healthy democracies, the fringe bends toward the center,"" Bret Stephens tells Gail Collins in their latest conversation. ""In our democracy, the center always seems to be lurching toward the fringe."" https://t.co/TWmwB2D8zS",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 14:45:05 +0000 2022,1551941682664558600,1551941682664558593,"The EU agreed to slash its natural gas consumption in an effort to reduce the bloc’s dependence on Russian energy.

Here are of some of the things countries could do to curb energy demand, and some of the potential pitfalls.
https://t.co/m8ZYeNnOmx",FALSE,248,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,44,173,FALSE,FALSE,FALSE,en,,,"The EU agreed to slash its natural gas consumption in an effort to reduce the bloc’s dependence on Russian energy.

Here are of some of the things countries could do to curb energy demand, and some of the potential pitfalls.
https://t.co/m8ZYeNnOmx",NA,NA,NA,NA,,NA,NA,NA
Tue Jul 26 14:30:05 +0000 2022,1551937906733883400,1551937906733883392,"Few parents in the U.S. intend to vaccinate their children against Covid, a new survey found.

43% of parents of children ages 6 months through 4 years said they would refuse the shots, and an additional 27% said they were uncertain, the poll found.
https://t.co/nPl87VENQd",FALSE,273,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,196,622,FALSE,FALSE,FALSE,en,,,"Few parents in the U.S. intend to vaccinate their children against Covid, a new survey found.

43% of parents of children ages 6 months through 4 years said they would refuse the shots, and an additional 27% said they were uncertain, the poll found.
https://t.co/nPl87VENQd",NA,NA,NA,NA,,NA,NA,NA
