created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,retweeted_status,quoted_status,text,favorited_by,display_text_width,quoted_status_id,quoted_status_id_str,quoted_status_permalink,metadata,query,possibly_sensitive_appealable
Thu Jul 21 01:40:06 +0000 2022,1549932195258720300,1549932195258720257,"One soldier was killed and nine others were injured in a lightning strike on Wednesday at the Fort Gordon Army base in Georgia, a spokeswoman said. https://t.co/AGM0RyaUsZ",FALSE,171,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,58,109,FALSE,FALSE,FALSE,en,,,"One soldier was killed and nine others were injured in a lightning strike on Wednesday at the Fort Gordon Army base in Georgia, a spokeswoman said. https://t.co/AGM0RyaUsZ",NA,NA,NA,NA,,NA,NA,NA
Thu Jul 21 01:30:08 +0000 2022,1549929687434018800,1549929687434018817,"RT @aoscott: I'm not a nay-sayer on ""Nope."" No way. 
https://t.co/3yUAJqwk4W",FALSE,76,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,25,0,FALSE,FALSE,FALSE,en,,,"RT @aoscott: I'm not a nay-sayer on ""Nope."" No way. 
https://t.co/3yUAJqwk4W",NA,NA,NA,NA,,NA,NA,NA
Thu Jul 21 01:10:03 +0000 2022,1549924635361349600,1549924635361349639,"In Opinion

""At some point, we looked ahead to that future, hoping we wouldn’t reach it, but telling ourselves that if we did, at least it would bring a herd-immunity endgame,"" writes David Wallace-Wells. ""Here we are instead."" https://t.co/Va5M1BqZjy",FALSE,251,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,35,83,FALSE,FALSE,FALSE,en,,,"In Opinion

""At some point, we looked ahead to that future, hoping we wouldn’t reach it, but telling ourselves that if we did, at least it would bring a herd-immunity endgame,"" writes David Wallace-Wells. ""Here we are instead."" https://t.co/Va5M1BqZjy",NA,NA,NA,NA,,NA,NA,NA
Thu Jul 21 01:00:11 +0000 2022,1549922148843749400,1549922148843749377,"The city of Buenos Aires banned teachers from using any gender-neutral words during class and in communications with parents. The policy, among the first anywhere to specifically forbid the use of gender-neutral language, provoked a swift backlash. https://t.co/UGK0M571R8",FALSE,272,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,65,197,FALSE,FALSE,FALSE,en,,,"The city of Buenos Aires banned teachers from using any gender-neutral words during class and in communications with parents. The policy, among the first anywhere to specifically forbid the use of gender-neutral language, provoked a swift backlash. https://t.co/UGK0M571R8",NA,NA,NA,NA,,NA,NA,NA
Thu Jul 21 00:50:03 +0000 2022,1549919600984428500,1549919600984428544,"RT @noamscheiber: Chipotle has closed a store in Maine where workers had filed for a union election, citing chronic understaffing. https://…",FALSE,140,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,45,0,FALSE,FALSE,NA,en,,,"RT @noamscheiber: Chipotle has closed a store in Maine where workers had filed for a union election, citing chronic understaffing. https://…",NA,NA,NA,NA,,NA,NA,NA
Thu Jul 21 00:40:05 +0000 2022,1549917093927215e3,1549917093927215104,"As food prices rise, can you eat well and spend less? Here are a handful of recipes that rely on affordable pantry staples to deliver the biggest, most delicious bang for your buck. https://t.co/Bj9ystupLp",FALSE,205,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,31,182,FALSE,FALSE,FALSE,en,,,"As food prices rise, can you eat well and spend less? Here are a handful of recipes that rely on affordable pantry staples to deliver the biggest, most delicious bang for your buck. https://t.co/Bj9ystupLp",NA,NA,NA,NA,,NA,NA,NA
Thu Jul 21 00:24:28 +0000 2022,1549913160181813200,1549913160181813248,"Apple agreed to pay a $50 million settlement on a class-action lawsuit over so-called butterfly keyboards, a component of some MacBook laptops that left many users fuming over typing failures. https://t.co/5Ea3VOECLz",FALSE,216,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,35,128,FALSE,FALSE,FALSE,en,,,"Apple agreed to pay a $50 million settlement on a class-action lawsuit over so-called butterfly keyboards, a component of some MacBook laptops that left many users fuming over typing failures. https://t.co/5Ea3VOECLz",NA,NA,NA,NA,,NA,NA,NA
Thu Jul 21 00:20:05 +0000 2022,1549912057687965700,1549912057687965697,"RT @KannoYoungs: New: John  Kerry, Biden’s climate envoy, said in an interview that the debate within the administration is over when the c…",FALSE,140,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,26,0,FALSE,FALSE,NA,en,,,"RT @KannoYoungs: New: John  Kerry, Biden’s climate envoy, said in an interview that the debate within the administration is over when the c…",NA,NA,NA,NA,,NA,NA,NA
Thu Jul 21 00:08:07 +0000 2022,1549909045938626600,1549909045938626561,"Breaking News: A federal appeals court panel allowed Georgia’s six-week abortion ban to take effect immediately, ending a yearslong legal battle. https://t.co/4wiwr6TxFO",FALSE,169,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,85,118,FALSE,FALSE,FALSE,en,,,"Breaking News: A federal appeals court panel allowed Georgia’s six-week abortion ban to take effect immediately, ending a yearslong legal battle. https://t.co/4wiwr6TxFO",NA,NA,NA,NA,,NA,NA,NA
Thu Jul 21 00:00:27 +0000 2022,1549907116743446500,1549907116743446534,Donald Trump called a top Republican in the State Legislature in Wisconsin in recent days to lobby for a measure that would overturn his 2020 loss in the state to President Biden. https://t.co/9ePUUDM0If,FALSE,203,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,358,791,FALSE,FALSE,FALSE,en,,,Donald Trump called a top Republican in the State Legislature in Wisconsin in recent days to lobby for a measure that would overturn his 2020 loss in the state to President Biden. https://t.co/9ePUUDM0If,NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 23:50:08 +0000 2022,1549904519965835300,1549904519965835264,"RT @dougmillsnyt: .@POTUS speaks to members of the media after stepping off Air Force One at Joint Base Andrews, Md, following a trip to So…",FALSE,140,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,21,0,FALSE,FALSE,NA,en,,,"RT @dougmillsnyt: .@POTUS speaks to members of the media after stepping off Air Force One at Joint Base Andrews, Md, following a trip to So…",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 23:32:03 +0000 2022,1549899969020190700,1549899969020190723,"""Nope,"" Jordan Peele's genre-melting feature, stars Daniel Kaluuya and Keke Palmer as horse wranglers defending the family ranch from an extraterrestrial threat. Read our review. https://t.co/yB6vVoVjSD",FALSE,202,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,51,262,FALSE,FALSE,FALSE,en,,,"""Nope,"" Jordan Peele's genre-melting feature, stars Daniel Kaluuya and Keke Palmer as horse wranglers defending the family ranch from an extraterrestrial threat. Read our review. https://t.co/yB6vVoVjSD",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 23:20:05 +0000 2022,1549896957921054700,1549896957921054720,"Many advanced economies could increase food production and share their stored grain to ease global food shortages, @DavidMalpassWBG said. ""Don't hoard what you have,"" he urged them. Listen to the full conversation with @arappeport, @Lattif and @MujMash. https://t.co/npETJFPtSQ",FALSE,277,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,28,65,FALSE,FALSE,FALSE,en,,,"Many advanced economies could increase food production and share their stored grain to ease global food shortages, @DavidMalpassWBG said. ""Don't hoard what you have,"" he urged them. Listen to the full conversation with @arappeport, @Lattif and @MujMash. https://t.co/npETJFPtSQ",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 23:10:05 +0000 2022,1549894441347022800,1549894441347022848,"RT @LFFriedman: I spoke with John Kerry, Biden's climate envoy today --he said the president *will* declare a national climate emergency, i…",FALSE,140,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,144,0,FALSE,FALSE,NA,en,,,"RT @LFFriedman: I spoke with John Kerry, Biden's climate envoy today --he said the president *will* declare a national climate emergency, i…",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 23:00:09 +0000 2022,1549891944809128e3,1549891944809127939,"In Opinion

""Many of those who have worked to deny access to critical reproductive health care for millions of Americans are also determined to keep our young people ignorant, disempowered and at even greater risk,"" write Eva Goldfarb and Lisa Lieberman. https://t.co/gneYKzNx4b",FALSE,278,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,50,172,FALSE,FALSE,FALSE,en,,,"In Opinion

""Many of those who have worked to deny access to critical reproductive health care for millions of Americans are also determined to keep our young people ignorant, disempowered and at even greater risk,"" write Eva Goldfarb and Lisa Lieberman. https://t.co/gneYKzNx4b",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 22:43:08 +0000 2022,1549887659975315500,1549887659975315456,"Sometimes, it’s just too hot or the day’s too long to even consider turning on an oven or stove. Here are 19 spectacular meals for those days during a heat wave — or when cooking just isn’t on the menu. https://t.co/5mAhBZjTgt",FALSE,226,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,41,194,FALSE,FALSE,FALSE,en,,,"Sometimes, it’s just too hot or the day’s too long to even consider turning on an oven or stove. Here are 19 spectacular meals for those days during a heat wave — or when cooking just isn’t on the menu. https://t.co/5mAhBZjTgt",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 22:32:01 +0000 2022,1549884865138540500,1549884865138540544,"RT @reidepstein: NEW: Dan Cox, the Maryland GOP gov nominee, is the third far-right, election-denying, anti-abortion gov candidate elevated…",FALSE,140,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,27,0,FALSE,FALSE,NA,en,,,"RT @reidepstein: NEW: Dan Cox, the Maryland GOP gov nominee, is the third far-right, election-denying, anti-abortion gov candidate elevated…",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 22:20:04 +0000 2022,1549881854093889500,1549881854093889536,"Covid-19 is surging around the U.S. again, fueled by the highly transmissible BA.5 subvariant.

But something is different this time: The public health authorities are holding back.
https://t.co/4lW6Vguvdd",FALSE,205,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,88,285,FALSE,FALSE,FALSE,en,,,"Covid-19 is surging around the U.S. again, fueled by the highly transmissible BA.5 subvariant.

But something is different this time: The public health authorities are holding back.
https://t.co/4lW6Vguvdd",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 21:40:05 +0000 2022,1549871794357690400,1549871794357690370,"As the economy slows, funding for tech startups has dropped, but it's too early to tell how bad it will get. Recent downturns have been short-lived, says @eringriffith. Listen to the full tech and crypto conversation with @sheeraf and @yaffebellany. https://t.co/e9IxLDXq0t",FALSE,273,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,16,34,FALSE,FALSE,FALSE,en,,,"As the economy slows, funding for tech startups has dropped, but it's too early to tell how bad it will get. Recent downturns have been short-lived, says @eringriffith. Listen to the full tech and crypto conversation with @sheeraf and @yaffebellany. https://t.co/e9IxLDXq0t",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 21:30:03 +0000 2022,1549869270640763e3,1549869270640762881,"A Democratic super PAC filed a lawsuit against the Federal Election Commission on Wednesday, seeking to force officials to take action against Donald Trump for all but running for president in 2024 without having declared himself a candidate. https://t.co/Kx60PDkj8Y",FALSE,266,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,47,231,FALSE,FALSE,FALSE,en,,,"A Democratic super PAC filed a lawsuit against the Federal Election Commission on Wednesday, seeking to force officials to take action against Donald Trump for all but running for president in 2024 without having declared himself a candidate. https://t.co/Kx60PDkj8Y",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 21:20:07 +0000 2022,1549866768021262300,1549866768021262336,A new trove of memos and emails suggests that a plan by the Trump administration to add a citizenship question to the 2020 census aimed to cause an undercount that would favor Republicans. https://t.co/wFHRaHcFxM,FALSE,212,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,85,246,FALSE,FALSE,FALSE,en,,,A new trove of memos and emails suggests that a plan by the Trump administration to add a citizenship question to the 2020 census aimed to cause an undercount that would favor Republicans. https://t.co/wFHRaHcFxM,NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 21:10:02 +0000 2022,1549864232270839800,1549864232270839810,"Pearl Jam canceled its show in Vienna on Wednesday, saying that heat, dust and smoke from the wildfires across Europe had damaged the throat of its lead singer, Eddie Vedder, at an outdoor show in Paris. https://t.co/x6mJ0iBNg0",FALSE,227,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,140,397,FALSE,FALSE,FALSE,en,,,"Pearl Jam canceled its show in Vienna on Wednesday, saying that heat, dust and smoke from the wildfires across Europe had damaged the throat of its lead singer, Eddie Vedder, at an outdoor show in Paris. https://t.co/x6mJ0iBNg0",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 21:05:07 +0000 2022,1549862992405225500,1549862992405225477,"A man struck a family with his vehicle near Glacier National Park and then fired at them, killing a man and his 18-month old daughter. The motive was unclear but authorities said the gunman had previously been in a relationship with one member of the group.https://t.co/2AzzUPNNv1",FALSE,280,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,45,99,FALSE,FALSE,FALSE,en,,,"A man struck a family with his vehicle near Glacier National Park and then fired at them, killing a man and his 18-month old daughter. The motive was unclear but authorities said the gunman had previously been in a relationship with one member of the group.https://t.co/2AzzUPNNv1",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 20:50:03 +0000 2022,1549859202125938700,1549859202125938688,"If you don’t have central air, and a window AC isn’t an option, a portable air conditioner is the next best way to beat the heat. Let @wirecutter be your guide. https://t.co/HsTz4h53wg",FALSE,184,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,18,115,FALSE,FALSE,FALSE,en,,,"If you don’t have central air, and a window AC isn’t an option, a portable air conditioner is the next best way to beat the heat. Let @wirecutter be your guide. https://t.co/HsTz4h53wg",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 20:40:05 +0000 2022,1549856693999263700,1549856693999263745,"Ukraine’s first lady, Olena Zelenska, addressed the U.S. Congress on Wednesday, asking for more weapons to defend against what she called the ""Russian hunger games"" killing children and ripping apart families. ""Russia is destroying our people,"" she said. https://t.co/HOJ8Q8i6r2 https://t.co/eiY2YmTDRC",FALSE,278,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,238,767,FALSE,FALSE,FALSE,en,,,"Ukraine’s first lady, Olena Zelenska, addressed the U.S. Congress on Wednesday, asking for more weapons to defend against what she called the ""Russian hunger games"" killing children and ripping apart families. ""Russia is destroying our people,"" she said. https://t.co/HOJ8Q8i6r2 https://t.co/eiY2YmTDRC",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 20:30:12 +0000 2022,1549854207762731e3,1549854207762731009,"""There’s no vacation from our reality."" It’s hard to picture a good summer this year, but a professor of psychology who studies happiness suggests you can still enjoy the season. https://t.co/WZu5UuSO3t",FALSE,202,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,14,107,FALSE,FALSE,FALSE,en,,,"""There’s no vacation from our reality."" It’s hard to picture a good summer this year, but a professor of psychology who studies happiness suggests you can still enjoy the season. https://t.co/WZu5UuSO3t",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 20:20:08 +0000 2022,1549851671609675800,1549851671609675776,"From @TheAthletic

Aaron Judge is the Yankees' larger-than-life superstar in the prime of his career, but he is far from satisfied. Here's how he learned to make small adjustments to get big results at the plate. https://t.co/6fIWCe539q https://t.co/XFGX1lrbR2",FALSE,236,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,17,137,FALSE,FALSE,FALSE,en,,,"From @TheAthletic

Aaron Judge is the Yankees' larger-than-life superstar in the prime of his career, but he is far from satisfied. Here's how he learned to make small adjustments to get big results at the plate. https://t.co/6fIWCe539q https://t.co/XFGX1lrbR2",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 20:18:55 +0000 2022,1549851368403468300,1549851368403468288,Breaking News: Italy’s unity government fell apart as its fractious parties again refused Prime Minister Mario Draghi’s urging to hang together. https://t.co/iBSdYIpbA9,FALSE,168,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,53,140,FALSE,FALSE,FALSE,en,,,Breaking News: Italy’s unity government fell apart as its fractious parties again refused Prime Minister Mario Draghi’s urging to hang together. https://t.co/iBSdYIpbA9,NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 20:15:02 +0000 2022,1549850391663222800,1549850391663222785,"RT @BenMullin: The trio of executives that steered CNN through the stormy period of Jeff Zucker's departure -- Michael Bass, Ken Jautz and…",FALSE,139,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,10,0,FALSE,FALSE,NA,en,,,"RT @BenMullin: The trio of executives that steered CNN through the stormy period of Jeff Zucker's departure -- Michael Bass, Ken Jautz and…",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 20:10:04 +0000 2022,1549849139768328200,1549849139768328193,"Ukraine has discovered new hacking techniques that Russia is using and has continued to block efforts to penetrate its computer networks since Moscow invaded the country, the U.S. Cyber Command said Wednesday. https://t.co/b7ftZpOCqb",FALSE,233,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,94,1028,FALSE,FALSE,FALSE,en,,,"Ukraine has discovered new hacking techniques that Russia is using and has continued to block efforts to penetrate its computer networks since Moscow invaded the country, the U.S. Cyber Command said Wednesday. https://t.co/b7ftZpOCqb",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 20:00:10 +0000 2022,1549846649672958e3,1549846649672957952,The fact that scientists say nations must quickly and deeply cut greenhouse gas emissions or global rising temperatures will surely reach catastrophic levels does not appear to faze many conservatives. https://t.co/VUZabuat0t https://t.co/6b1NKu6ufc,FALSE,225,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,92,223,FALSE,FALSE,FALSE,en,,,The fact that scientists say nations must quickly and deeply cut greenhouse gas emissions or global rising temperatures will surely reach catastrophic levels does not appear to faze many conservatives. https://t.co/VUZabuat0t https://t.co/6b1NKu6ufc,NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 19:50:41 +0000 2022,1549844262078013400,1549844262078013441,RT @maggieNYT: NEWS: The Democratic group American Bridge has filed suit against the FEC for not taking action against Trump as he behaves…,FALSE,139,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,303,0,FALSE,FALSE,NA,en,,,RT @maggieNYT: NEWS: The Democratic group American Bridge has filed suit against the FEC for not taking action against Trump as he behaves…,NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 19:49:03 +0000 2022,1549843850080010200,1549843850080010243,"From @TheAthleticUK

It's been 30 years since a simple rule change revolutionized global soccer. It started with a letter.
https://t.co/JGq8qGBZr4 https://t.co/WVH4uPECJT",FALSE,146,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,22,159,FALSE,FALSE,FALSE,en,,,"From @TheAthleticUK

It's been 30 years since a simple rule change revolutionized global soccer. It started with a letter.
https://t.co/JGq8qGBZr4 https://t.co/WVH4uPECJT",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 19:46:31 +0000 2022,1549843211639591e3,1549843211639590917,"""Quadball,"" according to the International Quidditch Association, refers to the number of positions in the sport (a keeper, chaser, beater and seeker) and the number of balls (two bludgers, a quaffle and the snitch). https://t.co/NBUCFnNqFU",FALSE,240,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1549748474928943e3,1549748474928943104,807095,807095,nytimes,NA,,,NA,FALSE,8,56,FALSE,FALSE,FALSE,en,,,"""Quadball,"" according to the International Quidditch Association, refers to the number of positions in the sport (a keeper, chaser, beater and seeker) and the number of balls (two bludgers, a quaffle and the snitch). https://t.co/NBUCFnNqFU",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 19:40:06 +0000 2022,1549841600414613500,1549841600414613504,"Amid the record-breaking heat gripping large areas of Europe and the U.S., staying hydrated is essential to staying healthy and safe. Here are five ways your body may be telling you it needs fluids. https://t.co/bcNU88nMXy",FALSE,222,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,21,95,FALSE,FALSE,FALSE,en,,,"Amid the record-breaking heat gripping large areas of Europe and the U.S., staying hydrated is essential to staying healthy and safe. Here are five ways your body may be telling you it needs fluids. https://t.co/bcNU88nMXy",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 19:36:07 +0000 2022,1549840597753675800,1549840597753675778,"The school superintendent in Uvalde, Texas, has recommended firing the school district police chief, Pete Arredondo, for his role in the delayed response to the mass shooting that left 19 students and two teachers dead. https://t.co/A4laZMzVJm",FALSE,243,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,59,396,FALSE,FALSE,FALSE,en,,,"The school superintendent in Uvalde, Texas, has recommended firing the school district police chief, Pete Arredondo, for his role in the delayed response to the mass shooting that left 19 students and two teachers dead. https://t.co/A4laZMzVJm",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 19:30:08 +0000 2022,1549839090048196600,1549839090048196610,"Ukraine’s first lady, Olena Zelenska, addressed the U.S. Congress on Wednesday, asking for more weapons to defend against what she called the ""Russian hunger games"" killing children and ripping apart families. ""Russia is destroying our people,"" she said. https://t.co/3BgOTzcHbe",FALSE,278,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,133,553,FALSE,FALSE,FALSE,en,,,"Ukraine’s first lady, Olena Zelenska, addressed the U.S. Congress on Wednesday, asking for more weapons to defend against what she called the ""Russian hunger games"" killing children and ripping apart families. ""Russia is destroying our people,"" she said. https://t.co/3BgOTzcHbe",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 19:15:03 +0000 2022,1549835294207365e3,1549835294207365121,"Around 375 million years ago, a giant fish evolved limbs for walking. Then some of its descendants gave up life on land — and start swimming again. https://t.co/18M5z8GJ0T",FALSE,171,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,37,210,FALSE,FALSE,FALSE,en,,,"Around 375 million years ago, a giant fish evolved limbs for walking. Then some of its descendants gave up life on land — and start swimming again. https://t.co/18M5z8GJ0T",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 19:00:14 +0000 2022,1549831567303917600,1549831567303917570,"A 23-year-old California woman entered a hospital maternity ward posing as a newly hired nurse and tried to steal a newborn from a patient’s room, the authorities said. https://t.co/7Ko1lgG9gK",FALSE,192,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,65,196,FALSE,FALSE,FALSE,en,,,"A 23-year-old California woman entered a hospital maternity ward posing as a newly hired nurse and tried to steal a newborn from a patient’s room, the authorities said. https://t.co/7Ko1lgG9gK",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 18:47:03 +0000 2022,1549828250192564200,1549828250192564225,🟨🟩 Have you solved Wordle today? 🟨🟩  https://t.co/78rlKcsJbH https://t.co/q8JHE4LYMX,FALSE,60,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,25,183,FALSE,FALSE,FALSE,en,,,🟨🟩 Have you solved Wordle today? 🟨🟩  https://t.co/78rlKcsJbH https://t.co/q8JHE4LYMX,NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 18:42:49 +0000 2022,1549827184344416300,1549827184344416257,"Breaking News: A bipartisan Senate group has proposed changes to the Electoral Count Act, which Donald Trump tried to exploit to overturn the election in Congress. The changes aim to guarantee a peaceful transition of power and prevent a repeat of Jan. 6. https://t.co/Mq3keAFHtW https://t.co/3n0DtzxFZu",FALSE,279,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,1685,7021,FALSE,FALSE,FALSE,en,,,"Breaking News: A bipartisan Senate group has proposed changes to the Electoral Count Act, which Donald Trump tried to exploit to overturn the election in Congress. The changes aim to guarantee a peaceful transition of power and prevent a repeat of Jan. 6. https://t.co/Mq3keAFHtW https://t.co/3n0DtzxFZu",NA,NA,NA,NA,,NA,NA,NA
Wed Jul 20 18:41:05 +0000 2022,1549826748069675e3,1549826748069675011,"""No one wants to speak up because of the possible consequences; we can be fired."" Determining what constitutes life-saving treatment for pregnant women has become fraught with legal risk for doctors — and consequently, greater health risks for patients. https://t.co/z85kayVq9D",FALSE,277,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,NA,,,NA,FALSE,48,121,FALSE,FALSE,FALSE,en,,,"""No one wants to speak up because of the possible consequences; we can be fired."" Determining what constitutes life-saving treatment for pregnant women has become fraught with legal risk for doctors — and consequently, greater health risks for patients. https://t.co/z85kayVq9D",NA,NA,NA,NA,,NA,NA,NA
