created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,retweeted_status,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,text,favorited_by,scopes,display_text_width,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-03-19T15:51:00Z,1637481809041670100,1637481809041670149,"We are focused on getting more people affordable health care and giving families just a little bit of breathing room. 

We passed historic laws like the Inflation Reduction Act to get that done. And now, we're moving quickly to implement those laws so people can feel the effects.",FALSE,280,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1260,7571,FALSE,FALSE,en,,NA,NA,NA,,,"We are focused on getting more people affordable health care and giving families just a little bit of breathing room. 

We passed historic laws like the Inflation Reduction Act to get that done. And now, we're moving quickly to implement those laws so people can feel the effects.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-18T22:00:50Z,1637212492400062500,1637212492400062466,The House Freedom Caucus and I have a very different value set. https://t.co/YriZ5P1RYn,FALSE,63,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1885,9358,FALSE,FALSE,en,,FALSE,NA,NA,,,The House Freedom Caucus and I have a very different value set. https://t.co/YriZ5P1RYn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-18T15:30:01Z,1637114140182429700,1637114140182429697,"All three of the leading insulin producers in America have agreed to substantially reduce their prices, following my calls to expand my $35 cap for seniors to all Americans.

Sanofi is the latest company to recognize that charging hundreds of dollars for insulin is wrong.",FALSE,272,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1679,10340,FALSE,FALSE,en,,NA,NA,NA,,,"All three of the leading insulin producers in America have agreed to substantially reduce their prices, following my calls to expand my $35 cap for seniors to all Americans.

Sanofi is the latest company to recognize that charging hundreds of dollars for insulin is wrong.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-17T20:45:23Z,1636831116328935400,1636831116328935427,"The story of Irish Americans is a story of people who have weathered hard times, but always come through, spirit intact.

Here are a few of my favorite St. Patrick’s Day memories. https://t.co/pPV3GxzPxA",FALSE,179,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1183,9134,FALSE,FALSE,en,,FALSE,NA,NA,,,"The story of Irish Americans is a story of people who have weathered hard times, but always come through, spirit intact.

Here are a few of my favorite St. Patrick’s Day memories. https://t.co/pPV3GxzPxA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-17T15:00:35Z,1636744343565238300,1636744343565238272,"My mom always said, ""Being Irish is about faith, family, and courage."" 

Happy St. Patrick’s Day! https://t.co/8jzsOxbODR",FALSE,97,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3807,53399,FALSE,FALSE,en,,FALSE,NA,NA,,,"My mom always said, ""Being Irish is about faith, family, and courage."" 

Happy St. Patrick’s Day! https://t.co/8jzsOxbODR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-17T01:21:00Z,1636538088951275500,1636538088951275523,"I am determined to once again ban assault weapons and high-capacity magazines. 

I led that fight in 1994. For the ten years it was in place, mass shootings went down. When Republicans let it expire, mass shootings tripled. 

Let’s finish the job and ban assault weapons.",FALSE,271,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4613,30321,FALSE,FALSE,en,,NA,NA,NA,,,"I am determined to once again ban assault weapons and high-capacity magazines. 

I led that fight in 1994. For the ten years it was in place, mass shootings went down. When Republicans let it expire, mass shootings tripled. 

Let’s finish the job and ban assault weapons.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-16T20:06:17Z,1636458886948352e3,1636458886948352000,"With new measures to expand health coverage, cap prescription drug costs, invest in quality child care, build affordable housing, reduce home energy bills, make college more affordable, and more, my budget would continue lowering costs for families.",FALSE,249,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,701,3844,FALSE,FALSE,en,,NA,NA,NA,,,"With new measures to expand health coverage, cap prescription drug costs, invest in quality child care, build affordable housing, reduce home energy bills, make college more affordable, and more, my budget would continue lowering costs for families.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-16T18:17:01Z,1636431388508340200,1636431388508340239,"Building a budget requires some really hard decisions. But all over America, families are sitting around their kitchen tables making decisions that are equally consequential. 

That's who my budget is for.",FALSE,205,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,908,4910,FALSE,FALSE,en,,NA,NA,NA,,,"Building a budget requires some really hard decisions. But all over America, families are sitting around their kitchen tables making decisions that are equally consequential. 

That's who my budget is for.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-16T16:32:26Z,1636405071901606e3,1636405071901605891,"My executive order will help keep firearms out of dangerous hands, expand public awareness campaigns about red flag laws, promote safe storage for firearms, ramp up our efforts to hold the gun industry accountable, and more. https://t.co/QZ30LPRoQ0",FALSE,224,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1832,9968,FALSE,FALSE,en,,FALSE,NA,NA,,,"My executive order will help keep firearms out of dangerous hands, expand public awareness campaigns about red flag laws, promote safe storage for firearms, ramp up our efforts to hold the gun industry accountable, and more. https://t.co/QZ30LPRoQ0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-15T21:20:00Z,1636115053345910800,1636115053345910784,"While we still have more to do, inflation is now down 30% from what it was this summer, gas prices are down, and take-home pay for workers has gone up.",FALSE,151,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1485,8427,FALSE,FALSE,en,,NA,NA,NA,,,"While we still have more to do, inflation is now down 30% from what it was this summer, gas prices are down, and take-home pay for workers has gone up.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
