created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,text,favorited_by,scopes,display_text_width,retweeted_status,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-06-10T18:16:22Z,1535325014026858500,1535325014026858501,"Hey quick question Boebert, did you ask for a pardon after tweeting the Speaker’s location on Jan 6th?

You and the KKK Caucus have been really quiet about it today and given how much y’all have to say I’m not sure why no one’s responding to this simple question https://t.co/KyCSa4IFhu",FALSE,262,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1535301701757980700,1535301701757980674,,,15704,126102,FALSE,FALSE,FALSE,en,"Hey quick question Boebert, did you ask for a pardon after tweeting the Speaker’s location on Jan 6th?

You and the KKK Caucus have been really quiet about it today and given how much y’all have to say I’m not sure why no one’s responding to this simple question https://t.co/KyCSa4IFhu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-10T18:00:40Z,1535321060366753800,1535321060366753794,"Hey @mattgaetz while I have you responding to my tweets, can you respond to one more for me:

Did you ever ask Trump for a pardon? 

Let me know in the replies! You clearly know where the button is. https://t.co/x9zHB5ZFCy",FALSE,198,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1535020802810302500,1535020802810302483,,,7585,84598,FALSE,FALSE,FALSE,en,"Hey @mattgaetz while I have you responding to my tweets, can you respond to one more for me:

Did you ever ask Trump for a pardon? 

Let me know in the replies! You clearly know where the button is. https://t.co/x9zHB5ZFCy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-10T17:33:03Z,1535314111143334e3,1535314111143333888,"Y’all. Republicans are spending tons of money in Democratic primaries.

GOP and insurrectionist funders are trying to buy races, including Dem ones. Do your research and DON’T just vote for whoever has the most ads.

To “Dems” who welcomed this blood money: you should be ashamed. https://t.co/iFDZNz4wHO",FALSE,280,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1535295825449996300,1535295825449996289,,,3866,21079,FALSE,FALSE,FALSE,en,"Y’all. Republicans are spending tons of money in Democratic primaries.

GOP and insurrectionist funders are trying to buy races, including Dem ones. Do your research and DON’T just vote for whoever has the most ads.

To “Dems” who welcomed this blood money: you should be ashamed. https://t.co/iFDZNz4wHO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-10T04:20:43Z,1535114713440436200,1535114713440436227,"According to CBS News out of the Top 10 deadliest cities in America, 7 of them are in Republican-run states.

Now, follow-up question: were you one of the members who sought a pardon after Jan 6th? I didn’t. https://t.co/MM2goYl7CB",FALSE,207,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1534974716490006500,1534974716490006528,,,12797,87197,FALSE,FALSE,FALSE,en,"According to CBS News out of the Top 10 deadliest cities in America, 7 of them are in Republican-run states.

Now, follow-up question: were you one of the members who sought a pardon after Jan 6th? I didn’t. https://t.co/MM2goYl7CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-10T03:17:12Z,1535098731439308800,1535098731439308800,"Oh, so if it’s old news surely you wouldn’t mind reminding us which of your members sought pardons after the attack 🎤… So who were they? https://t.co/eX0LQs7gew",FALSE,136,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1535062308426510300,1535062308426510337,,,8935,82442,FALSE,FALSE,FALSE,en,"Oh, so if it’s old news surely you wouldn’t mind reminding us which of your members sought pardons after the attack 🎤… So who were they? https://t.co/eX0LQs7gew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-10T02:59:24Z,1535094247866736600,1535094247866736642,"Once again, Supreme Court Justice Clarence Thomas’ wife was involved in January 6th.

She attended the rally and relentlessly urged the President’s Chief to overturn the US election.

He later refused to recuse himself from rulings related to the matter.
https://t.co/9FltL8qpyO https://t.co/Bne5I3vVqv",FALSE,278,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,10488,42406,FALSE,FALSE,FALSE,en,"Once again, Supreme Court Justice Clarence Thomas’ wife was involved in January 6th.

She attended the rally and relentlessly urged the President’s Chief to overturn the US election.

He later refused to recuse himself from rulings related to the matter.
https://t.co/9FltL8qpyO https://t.co/Bne5I3vVqv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-10T01:46:10Z,153507581968896e4,1535075819688960001,"A reminder: 21 Republicans voted against granting the Congressional Gold Medal to Capitol police officers who tried to defend the Capitol on Jan 6th. #January6thCommitteeHearings 

https://t.co/Kl5AhIqXIO",FALSE,204,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,8674,36302,FALSE,FALSE,FALSE,en,"A reminder: 21 Republicans voted against granting the Congressional Gold Medal to Capitol police officers who tried to defend the Capitol on Jan 6th. #January6thCommitteeHearings 

https://t.co/Kl5AhIqXIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-10T01:31:26Z,1535072112243015700,1535072112243015682,"Look at this footage. @laurenboebert was tweeting the Speaker’s location as this was all happening.

When I spoke of my fear of being raped again while locked in my office bathroom, @TuckerCarlson mocked it. So did Boebert. @NancyMace insinuated to her supporters it was a lie. https://t.co/I151oTFGP1",FALSE,277,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,15015,76981,FALSE,FALSE,FALSE,en,"Look at this footage. @laurenboebert was tweeting the Speaker’s location as this was all happening.

When I spoke of my fear of being raped again while locked in my office bathroom, @TuckerCarlson mocked it. So did Boebert. @NancyMace insinuated to her supporters it was a lie. https://t.co/I151oTFGP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-10T01:13:02Z,1.5350674819155681e+18,1535067481915568128,"In the days and weeks after the attack, right-wingers tried to downplay what happened. They said it was small. They accused us of lying by saying the attack was “only” @ the dome.

No. They were everywhere. The screams were everywhere.

This is what American terrorism looks like. https://t.co/j2fqGoACZi",FALSE,280,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,7078,41338,FALSE,FALSE,FALSE,en,"In the days and weeks after the attack, right-wingers tried to downplay what happened. They said it was small. They accused us of lying by saying the attack was “only” @ the dome.

No. They were everywhere. The screams were everywhere.

This is what American terrorism looks like. https://t.co/j2fqGoACZi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-10T01:01:18Z,1535064531046928400,1535064531046928384,Good Lord. The way it all comes rushing back into the body. It’s like it’s that day all over again. #January6thCommitteeHearings https://t.co/5iOrrRLYAI,FALSE,128,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,3662,33920,FALSE,FALSE,FALSE,en,Good Lord. The way it all comes rushing back into the body. It’s like it’s that day all over again. #January6thCommitteeHearings https://t.co/5iOrrRLYAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-10T00:39:29Z,1.5350590402537759e+18,1535059040253775872,Wow. This hearing. #January6thCommitteeHearings,FALSE,47,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,6013,77912,FALSE,FALSE,NA,en,Wow. This hearing. #January6thCommitteeHearings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-09T21:35:50Z,1535012822467371e3,1535012822467371026,"FYI If you’ve noticed I’ve been a little less active here, it’s because I’ve been spending time on Instagram stories lately making more long-form explainer content. 

This was part of today’s 😅🫠 https://t.co/fZpKrSbMG0",FALSE,194,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,732,9330,FALSE,FALSE,FALSE,en,"FYI If you’ve noticed I’ve been a little less active here, it’s because I’ve been spending time on Instagram stories lately making more long-form explainer content. 

This was part of today’s 😅🫠 https://t.co/fZpKrSbMG0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-09T21:04:38Z,1535004971070005200,1535004971070005248,It’s called “Green New Deal” 😌🌱 https://t.co/SWOCTNwG9V,FALSE,31,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1534336788747133e3,1534336788747132930,,,3247,65713,FALSE,FALSE,FALSE,en,It’s called “Green New Deal” 😌🌱 https://t.co/SWOCTNwG9V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-09T20:55:34Z,1535002688496230400,1535002688496230416,Gotta love the smell of gun safety legislation in the morning 👃🏽♨️ https://t.co/BDKnTE7ve9,FALSE,66,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1534955975530127400,1534955975530127360,,,4454,70931,FALSE,FALSE,FALSE,en,Gotta love the smell of gun safety legislation in the morning 👃🏽♨️ https://t.co/BDKnTE7ve9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-09T20:44:28Z,1534999896033529900,1534999896033529856,".@RepRaskin is a greater statesman, Congressman, human being than most of us. History will remember him. Tommy was a remarkable person and testament of his parents’ love.

Gaetz is a bad haircut in a cheap suit, a feat of mediocrity given that he’s here on papa’s money. Bye 👋🏽 https://t.co/3S2cX40nO1",FALSE,277,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1534660228775661600,1534660228775661569,,,6925,59696,FALSE,FALSE,FALSE,en,".@RepRaskin is a greater statesman, Congressman, human being than most of us. History will remember him. Tommy was a remarkable person and testament of his parents’ love.

Gaetz is a bad haircut in a cheap suit, a feat of mediocrity given that he’s here on papa’s money. Bye 👋🏽 https://t.co/3S2cX40nO1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-06T23:15:26Z,1533950723628613600,1533950723628613638,🤷🏽‍♀️💸 https://t.co/dfAyWaeTN7 https://t.co/cZ75YDPW0h,FALSE,30,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1533910507391942700,1533910507391942658,,,1329,21296,FALSE,FALSE,FALSE,und,🤷🏽‍♀️💸 https://t.co/dfAyWaeTN7 https://t.co/cZ75YDPW0h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-02T21:43:18Z,1532477984153686e3,1532477984153686016,We’ve got your back @KeronAlleyne 💪🏽💪🏽💪🏽 thank you for running https://t.co/Ig23sXPvrG,FALSE,62,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1531337312948342800,1531337312948342785,,,227,2337,FALSE,FALSE,FALSE,en,We’ve got your back @KeronAlleyne 💪🏽💪🏽💪🏽 thank you for running https://t.co/Ig23sXPvrG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-02T18:40:17Z,1532431927126413300,1532431927126413323,"If you’re in NYC and live in Astoria, LIC, Greenpoint, Murray Hill, Kips Bay, Stuy Town, or Gramercy - @Gonzalez4NY is an incredible candidate for State Senate on housing, climate, healthcare, and more. Proud to support her.

Check her out &amp; get involved: https://t.co/pQt3CTq9Vq https://t.co/G0MZfozqHr",FALSE,283,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1529814823088885800,1529814823088885760,,,393,2205,FALSE,FALSE,FALSE,en,"If you’re in NYC and live in Astoria, LIC, Greenpoint, Murray Hill, Kips Bay, Stuy Town, or Gramercy - @Gonzalez4NY is an incredible candidate for State Senate on housing, climate, healthcare, and more. Proud to support her.

Check her out &amp; get involved: https://t.co/pQt3CTq9Vq https://t.co/G0MZfozqHr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-02T18:27:14Z,1532428644727017500,1532428644727017474,Their Rock-Paper-Scissors game was on point! 😉 Best of luck to you @David4BK https://t.co/tLqzOMS3MF,FALSE,76,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1532089608418230300,1532089608418230272,,,244,4824,FALSE,FALSE,FALSE,en,Their Rock-Paper-Scissors game was on point! 😉 Best of luck to you @David4BK https://t.co/tLqzOMS3MF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-27T17:45:49Z,1530243894587363300,1530243894587363328,"$10k means tested forgiveness is just enough to anger the people against it *and* the people who need forgiveness the most.

$10k relieves most the people who owe the least. What relief is there for the most desperate? For them, interest will undo that 10k fast. We can do better. https://t.co/HhfWbeCf0v",FALSE,280,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1530205000571437e3,1530205000571437058,,,2775,21796,FALSE,FALSE,FALSE,en,"$10k means tested forgiveness is just enough to anger the people against it *and* the people who need forgiveness the most.

$10k relieves most the people who owe the least. What relief is there for the most desperate? For them, interest will undo that 10k fast. We can do better. https://t.co/HhfWbeCf0v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-27T00:36:42Z,1529984908080435200,1529984908080435226,Thank you @JoaquinCastrotx https://t.co/uT29g3gzxq,FALSE,26,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1529905132800024600,1529905132800024577,,,538,6776,FALSE,FALSE,FALSE,en,Thank you @JoaquinCastrotx https://t.co/uT29g3gzxq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-27T00:19:21Z,152998054113468e4,1529980541134680065,"Politicians insisting you “not politicize” mass shootings enabled by horrifying policies THEY take💰to uphold are really just telling you to accept them.

But it’s not acceptable. And they are the ones politicizing by opposing common sense laws widely agreed upon by the public.",FALSE,277,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,14380,103293,FALSE,FALSE,NA,en,"Politicians insisting you “not politicize” mass shootings enabled by horrifying policies THEY take💰to uphold are really just telling you to accept them.

But it’s not acceptable. And they are the ones politicizing by opposing common sense laws widely agreed upon by the public.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-26T21:24:59Z,1529936659621593e3,1529936659621593090,Four babies left behind. There are simply no words to hold this devastation and heartbreak. None. https://t.co/22lep09D5t,FALSE,97,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1529872688939995100,1529872688939995136,,,3984,48306,FALSE,FALSE,FALSE,en,Four babies left behind. There are simply no words to hold this devastation and heartbreak. None. https://t.co/22lep09D5t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-26T16:13:30Z,1529858275390496800,1529858275390496768,"40% of Uvalde’s city budget goes to police. The school district had its own police force. This is what happened ⬇️

After decades of mass shootings, there is still 0 evidence that police have the ability to stop them from happening. Gun safety and other policies can. https://t.co/PqlWxdKpYu",FALSE,267,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1529812650716188700,1529812650716188673,,,10979,60129,FALSE,FALSE,FALSE,en,"40% of Uvalde’s city budget goes to police. The school district had its own police force. This is what happened ⬇️

After decades of mass shootings, there is still 0 evidence that police have the ability to stop them from happening. Gun safety and other policies can. https://t.co/PqlWxdKpYu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-26T15:31:30Z,1529847703563378700,1529847703563378690,"Let’s gooo!

Together we’ve sent 6 incredible new members to the New York State Legislature. What’s another 7 more? 😉

Help them here: https://t.co/ZZnWfoZvjY https://t.co/nlJysv2r9i",FALSE,158,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1529810270998208500,1529810270998208513,,,375,2734,FALSE,FALSE,FALSE,en,"Let’s gooo!

Together we’ve sent 6 incredible new members to the New York State Legislature. What’s another 7 more? 😉

Help them here: https://t.co/ZZnWfoZvjY https://t.co/nlJysv2r9i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-25T23:58:20Z,1529612863786057700,1529612863786057728,"Cisneros’ race isn’t over. If you’re in #TX28, we need you to track your mail-in ballot ⬇️ https://t.co/w3gzoN4wub",FALSE,90,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1529609958790242300,1529609958790242307,,,1381,7350,FALSE,FALSE,FALSE,en,"Cisneros’ race isn’t over. If you’re in #TX28, we need you to track your mail-in ballot ⬇️ https://t.co/w3gzoN4wub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-25T18:57:26Z,1529537139918110700,1529537139918110729,"Police funding is at some of its peak levels. US prog 1033 transfers billions in military equip to PDs. Mass surveillance has exploded.

If throwing more money at police worked, it would have by now. At this point it’s a band aid politicians use to avoid actually solving problems",FALSE,280,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,5424,38494,FALSE,FALSE,NA,en,"Police funding is at some of its peak levels. US prog 1033 transfers billions in military equip to PDs. Mass surveillance has exploded.

If throwing more money at police worked, it would have by now. At this point it’s a band aid politicians use to avoid actually solving problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-25T14:56:44Z,1529476566115303400,1529476566115303424,"Why even be in Congress if you don’t believe in doing your job?

Just quit and let someone who actually gives a damn do it instead of acting like a useless piece of furniture when babies are shot with AR15s that we let teen boys impulse buy before they can legally have a beer. https://t.co/f9rdJ40kEJ",FALSE,277,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1529441128537370600,1529441128537370625,,,37908,291152,FALSE,FALSE,FALSE,en,"Why even be in Congress if you don’t believe in doing your job?

Just quit and let someone who actually gives a damn do it instead of acting like a useless piece of furniture when babies are shot with AR15s that we let teen boys impulse buy before they can legally have a beer. https://t.co/f9rdJ40kEJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-25T03:30:24Z,1529303844030754800,1529303844030754816,"On the day of a mass shooting and weeks after news of Roe, Democratic Party leadership rallied for a pro-NRA, anti-choice incumbent under investigation in a close primary. Robocalls, fundraisers, all of it.

Accountability isn’t partisan. This was an utter failure of leadership.",FALSE,279,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,12297,102570,FALSE,FALSE,NA,en,"On the day of a mass shooting and weeks after news of Roe, Democratic Party leadership rallied for a pro-NRA, anti-choice incumbent under investigation in a close primary. Robocalls, fundraisers, all of it.

Accountability isn’t partisan. This was an utter failure of leadership.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-24T23:27:09Z,1529242630332219400,1529242630332219395,"Aren’t you slated to headline a speaking gig for the NRA in three days - in Houston, no less?

You can do more than pray. Faith without works is dead. https://t.co/NMX64KljhL",FALSE,150,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1529190433091461e3,1529190433091461123,,,31791,233904,FALSE,FALSE,FALSE,en,"Aren’t you slated to headline a speaking gig for the NRA in three days - in Houston, no less?

You can do more than pray. Faith without works is dead. https://t.co/NMX64KljhL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-24T23:10:15Z,1529238377794572300,1529238377794572288,"There is no such thing as being “pro-life” while supporting laws that let children be shot in their schools, elders in grocery stores, worshippers in their houses of faith, survivors by abusers, or anyone in a crowded place.

It is an idolatry of violence. And it must end.",FALSE,273,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,83724,415956,FALSE,FALSE,NA,en,"There is no such thing as being “pro-life” while supporting laws that let children be shot in their schools, elders in grocery stores, worshippers in their houses of faith, survivors by abusers, or anyone in a crowded place.

It is an idolatry of violence. And it must end.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-20T22:53:47Z,152778468229265e4,1527784682292649985,"People over money. You absolutely love to see it. 💜 

So proud of you, @SummerForPA!

Meanwhile, it is well beyond time for the Democratic Party to practice what we preach and ban super PAC spending from our primaries. Dark money should have no role in deciding elections. https://t.co/LpIHwmxiA5",FALSE,272,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1527682077839212500,1527682077839212547,,,801,7366,FALSE,FALSE,FALSE,en,"People over money. You absolutely love to see it. 💜 

So proud of you, @SummerForPA!

Meanwhile, it is well beyond time for the Democratic Party to practice what we preach and ban super PAC spending from our primaries. Dark money should have no role in deciding elections. https://t.co/LpIHwmxiA5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-19T18:49:44Z,1527360876503699500,1527360876503699469,It’s true! Thank you all for the well wishes ☺️ https://t.co/i5cm9awN3S,FALSE,47,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1527351842627530800,1527351842627530753,,,4771,184943,FALSE,FALSE,FALSE,en,It’s true! Thank you all for the well wishes ☺️ https://t.co/i5cm9awN3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-03T16:41:13Z,1521530328397099e3,1521530328397099008,"We could protect Roe tomorrow, but Sinema refuses to act on the filibuster. Until that changes she can take a seat talking about “women’s access to health care.”

Hold everyone contributing to this disaster accountable, GOP &amp; Dem obstructionists included. She should be primaried. https://t.co/NWLsixsiNH",FALSE,284,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1521513849765179400,1521513849765179392,,,11407,65337,FALSE,FALSE,FALSE,en,"We could protect Roe tomorrow, but Sinema refuses to act on the filibuster. Until that changes she can take a seat talking about “women’s access to health care.”

Hold everyone contributing to this disaster accountable, GOP &amp; Dem obstructionists included. She should be primaried. https://t.co/NWLsixsiNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-03T16:13:08Z,1521523259996524500,1521523259996524544,"Murkowski voted for Amy Coney Barrett when Trump himself proclaimed that he was appointing justices specifically to overturn Roe.

She and Collins betrayed the nation’s reproductive rights when they were singularly capable of stopping the slide. They don’t get to play victim now https://t.co/6i7b3g08lN",FALSE,279,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1521520984733491200,1521520984733491200,,,11293,67858,FALSE,FALSE,FALSE,en,"Murkowski voted for Amy Coney Barrett when Trump himself proclaimed that he was appointing justices specifically to overturn Roe.

She and Collins betrayed the nation’s reproductive rights when they were singularly capable of stopping the slide. They don’t get to play victim now https://t.co/6i7b3g08lN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-03T15:43:20Z,1521515760484503600,1521515760484503560,"And his challenger has a real shot, but needs help. Support @JCisnerosTX https://t.co/RoABlGuFGW",FALSE,72,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1521324640475357200,1521324640475357185,,,3651,19096,FALSE,FALSE,FALSE,en,"And his challenger has a real shot, but needs help. Support @JCisnerosTX https://t.co/RoABlGuFGW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-03T02:24:19Z,1521314683533525e3,1521314683533524992,"People elected Democrats precisely so we could lead in perilous moments like these- to codify Roe, hold corruption accountable, &amp; have a President who uses his legal authority to break through Congressional gridlock on items from student debt to climate.

It’s high time we do it.",FALSE,284,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,24679,201507,FALSE,FALSE,NA,en,"People elected Democrats precisely so we could lead in perilous moments like these- to codify Roe, hold corruption accountable, &amp; have a President who uses his legal authority to break through Congressional gridlock on items from student debt to climate.

It’s high time we do it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-03T02:00:21Z,1521308650429689900,1521308650429689857,"As we’ve warned, SCOTUS isn’t just coming for abortion - they’re coming for the right to privacy Roe rests on, which includes gay marriage + civil rights.

Manchin is blocking Congress codifying Roe. House has seemingly forgotten about Clarence Thomas. These 2 points must change https://t.co/5Isec0osV0",FALSE,279,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1521296185977417700,1521296185977417732,,,18909,72367,FALSE,FALSE,FALSE,en,"As we’ve warned, SCOTUS isn’t just coming for abortion - they’re coming for the right to privacy Roe rests on, which includes gay marriage + civil rights.

Manchin is blocking Congress codifying Roe. House has seemingly forgotten about Clarence Thomas. These 2 points must change https://t.co/5Isec0osV0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
