status_id,tweet_id,created_at,screen_name,text,is_retweet
1290658288615424007,46,2020-08-04T14:38:09Z,Tuan030383,"AAPL: 441.385 at Aug 4, 2020 2:38 PM",FALSE
1290367644210794501,47,2020-08-03T19:23:14Z,Tuan030383,"AAPL: 437.34 at Aug 3, 2020 7:23 PM",FALSE
1290656260438859776,48,2020-08-04T14:30:06Z,Tuan030383,"AAPL: 441.87 at Aug 4, 2020 2:29 PM",FALSE
1290641459889287170,49,2020-08-04T13:31:17Z,Tuan030383,"AAPL: 438 at Aug 4, 2020 1:31 PM",FALSE
1290651659362873346,50,2020-08-04T14:11:49Z,Tuan030383,"AAPL: 438.66 at Aug 4, 2020 2:11 PM",FALSE
1290653705012944897,51,2020-08-04T14:19:57Z,Tuan030383,"AAPL: 438.7601 at Aug 4, 2020 2:19 PM",FALSE
1290372729200349186,52,2020-08-03T19:43:27Z,Tuan030383,"AAPL: 437.49 at Aug 3, 2020 7:43 PM",FALSE
1290668488026206208,53,2020-08-04T15:18:41Z,Tuan030383,"AAPL: 439.43 at Aug 4, 2020 3:18 PM",FALSE
1290365638599495680,54,2020-08-03T19:15:16Z,Tuan030383,"AAPL: 437.77 at Aug 3, 2020 7:15 PM",FALSE
1290648101636714496,55,2020-08-04T13:57:41Z,Tuan030383,"AAPL: 438.03 at Aug 4, 2020 1:57 PM",FALSE
1290666457202860033,56,2020-08-04T15:10:37Z,Tuan030383,"AAPL: 438.32 at Aug 4, 2020 3:10 PM",FALSE
1290665437102059520,57,2020-08-04T15:06:34Z,Tuan030383,"AAPL: 438.1017 at Aug 4, 2020 3:06 PM",FALSE
1290660838437781505,58,2020-08-04T14:48:17Z,Tuan030383,"AAPL: 440.115 at Aug 4, 2020 2:48 PM",FALSE
1290361564202246145,59,2020-08-03T18:59:05Z,Tuan030383,"AAPL: 439.275 at Aug 3, 2020 6:58 PM",FALSE
1290645538279436288,60,2020-08-04T13:47:30Z,Tuan030383,"AAPL: 436.9 at Aug 4, 2020 1:47 PM",FALSE
1290366641730191360,61,2020-08-03T19:19:15Z,Tuan030383,"AAPL: 436.7132 at Aug 3, 2020 7:19 PM",FALSE
1290672062588170243,62,2020-08-04T15:32:53Z,Tuan030383,"AAPL: 438.375 at Aug 4, 2020 3:32 PM",FALSE
1290672581478158336,63,2020-08-04T15:34:57Z,Tuan030383,"AAPL: 438.4736 at Aug 4, 2020 3:34 PM",FALSE
1290372221026934785,64,2020-08-03T19:41:26Z,Tuan030383,"AAPL: 437.51 at Aug 3, 2020 7:41 PM",FALSE
