symbol,date,open,high,low,close,volume,adjusted
SPY,2020-05-20,295.820007,297.869995,295.570007,296.929993,85861700,286.031982
SPY,2020-05-21,296.790009,297.670013,293.690002,294.880005,78293900,284.05722
SPY,2020-05-22,294.570007,295.630005,293.220001,295.440002,63958200,284.59668
SPY,2020-05-26,301.929993,302.190002,295.459991,299.079987,88951400,288.103058
SPY,2020-05-27,302.119995,303.570007,296.869995,303.529999,104817400,292.389679
SPY,2020-05-28,304.649994,306.839996,302.23999,302.970001,90405200,291.85025
SPY,2020-05-29,302.459991,304.959991,299.470001,304.320007,119090800,293.150726
SPY,2020-06-01,303.619995,306.209991,303.059998,305.549988,55758300,294.335571
SPY,2020-06-02,306.549988,308.130005,305.100006,308.079987,74267200,296.772736
SPY,2020-06-03,310.23999,313.220001,309.940002,312.179993,92567600,300.722229
SPY,2020-06-04,311.109985,313,309.079987,311.359985,75794400,299.932312
SPY,2020-06-05,317.230011,321.269989,317.160004,319.339996,150524700,307.619446
SPY,2020-06-08,320.220001,323.410004,319.630005,323.200012,73641200,311.337799
SPY,2020-06-09,320.299988,323.279999,319.359985,320.790009,77479200,309.016296
SPY,2020-06-10,321.420013,322.390015,318.220001,319,95000800,307.291931
SPY,2020-06-11,311.459991,312.149994,300.01001,300.609985,209243600,289.576843
SPY,2020-06-12,308.23999,309.079987,298.600006,304.209991,194678900,293.044769
SPY,2020-06-15,298.019989,308.279999,296.73999,307.049988,135782700,295.780487
SPY,2020-06-16,315.480011,315.640015,307.670013,312.959991,137627500,301.473633
SPY,2020-06-17,314.070007,314.390015,310.859985,311.660004,83398900,300.221313
SPY,2020-06-18,310.01001,312.299988,309.51001,311.779999,80828700,300.336914
SPY,2020-06-19,314.170013,314.380005,306.529999,308.640015,135549600,298.620514
SPY,2020-06-22,307.98999,311.049988,306.75,310.619995,74649400,300.536194
SPY,2020-06-23,313.48999,314.5,311.609985,312.049988,68471200,301.9198
SPY,2020-06-24,309.839996,310.51001,302.100006,304.089996,132813500,294.218262
SPY,2020-06-25,303.470001,307.640015,301.279999,307.350006,89468000,297.372345
SPY,2020-06-26,306.160004,306.390015,299.420013,300.049988,127961000,290.309326
SPY,2020-06-29,301.410004,304.609985,298.929993,304.459991,79773300,294.576202
SPY,2020-06-30,303.98999,310.200012,303.820007,308.359985,113394800,298.349609
SPY,2020-07-01,309.570007,311.890015,309.070007,310.519989,72396500,300.439484
SPY,2020-07-02,314.23999,315.700012,311.51001,312.230011,69344200,302.094025
SPY,2020-07-06,316.369995,317.679993,315.559998,317.049988,61713800,306.757446
SPY,2020-07-07,315.380005,317.519989,313.369995,313.779999,82910000,303.593689
SPY,2020-07-08,314.609985,316.299988,312.700012,316.179993,54638600,305.91571
SPY,2020-07-09,316.839996,317.100006,310.679993,314.380005,83354200,304.174164
SPY,2020-07-10,314.309998,317.880005,312.76001,317.589996,57550400,307.279968
SPY,2020-07-13,320.130005,322.709991,314.130005,314.839996,102997500,304.619263
SPY,2020-07-14,313.299988,319.76001,312,318.920013,93657000,308.566864
SPY,2020-07-15,322.410004,323.040009,319.269989,321.850006,87196500,311.401703
SPY,2020-07-16,319.790009,321.279999,319.089996,320.790009,54622500,310.376099
SPY,2020-07-17,321.880005,322.570007,319.73999,321.720001,62774900,311.275879
SPY,2020-07-20,321.429993,325.130005,320.619995,324.320007,56308800,313.791534
SPY,2020-07-21,326.450012,326.929993,323.940002,325.01001,57292200,314.459106
SPY,2020-07-22,324.619995,327.200012,324.5,326.859985,57792900,316.249023
SPY,2020-07-23,326.470001,327.230011,321.480011,322.959991,75738000,312.475616
SPY,2020-07-24,320.950012,321.98999,319.25,320.880005,73766600,310.463135
SPY,2020-07-27,321.630005,323.410004,320.769989,323.220001,48293000,312.727203
SPY,2020-07-28,322.429993,323.640015,320.850006,321.170013,57495000,310.743713
SPY,2020-07-29,322.119995,325.730011,322.079987,325.119995,48454200,314.565521
SPY,2020-07-30,321.899994,324.410004,319.640015,323.959991,61861700,313.443146
SPY,2020-07-31,325.899994,326.630005,321.329987,326.519989,84986800,315.920074
SPY,2020-08-03,328.320007,329.619995,327.730011,328.790009,53077900,318.116364
SPY,2020-08-04,327.859985,330.059998,327.859985,330.059998,41917900,319.345154
SPY,2020-08-05,331.470001,332.390015,331.179993,332.109985,42697700,321.328583
SPY,2020-08-06,331.480011,334.459991,331.130005,334.329987,43679400,323.476532
SPY,2020-08-07,333.279999,334.880005,332.299988,334.570007,57308300,323.708771
SPY,2020-08-10,335.059998,335.769989,332.959991,335.570007,44282100,324.6763
SPY,2020-08-11,336.850006,337.540009,332.01001,332.799988,69601100,321.996246
SPY,2020-08-12,335.440002,338.279999,335.410004,337.440002,53774400,326.485565
SPY,2020-08-13,336.609985,338.25,335.829987,336.829987,41816100,325.895325
SPY,2020-08-14,336.410004,337.420013,335.619995,336.839996,47260400,325.905029
SPY,2020-08-17,337.940002,338.339996,336.850006,337.910004,35481000,326.940277
SPY,2020-08-18,338.339996,339.100006,336.609985,338.640015,38733900,327.646637
SPY,2020-08-19,339.049988,339.609985,336.619995,337.230011,68054200,326.28241
SPY,2020-08-20,335.359985,338.799988,335.220001,338.279999,42207800,327.298309
SPY,2020-08-21,337.920013,339.720001,337.549988,339.480011,55106600,328.459381
SPY,2020-08-24,342.119995,343,339.450012,342.920013,48588700,331.78772
SPY,2020-08-25,343.529999,344.209991,342.269989,344.119995,38463400,332.94873
SPY,2020-08-26,344.76001,347.859985,344.170013,347.570007,50790200,336.286713
SPY,2020-08-27,348.51001,349.899994,346.529999,348.329987,58034100,337.022034
SPY,2020-08-28,349.440002,350.720001,348.149994,350.579987,48588900,339.198944
SPY,2020-08-31,350.350006,351.299988,349.059998,349.309998,66099200,337.970184
SPY,2020-09-01,350.209991,352.709991,349.23999,352.600006,54908700,341.153473
SPY,2020-09-02,354.670013,358.75,353.429993,357.700012,69540000,346.08786
SPY,2020-09-03,355.869995,356.380005,342.589996,345.390015,148011100,334.177521
SPY,2020-09-04,346.130005,347.829987,334.869995,342.570007,139156300,331.449005
SPY,2020-09-08,336.709991,342.640015,332.880005,333.209991,114465300,322.392883
SPY,2020-09-09,337.549988,342.459991,336.609985,339.790009,91462300,328.759277
SPY,2020-09-10,341.820007,342.529999,332.850006,333.890015,90569500,323.050842
SPY,2020-09-11,335.820007,336.970001,331,334.059998,84680200,323.215302
SPY,2020-09-14,337.48999,340.380005,334.220001,338.459991,65605700,327.472473
SPY,2020-09-15,341.119995,342.019989,338.470001,340.170013,52920900,329.126953
SPY,2020-09-16,341.51001,343.059998,338.519989,338.820007,82096000,327.82077
SPY,2020-09-17,333.559998,337.700012,332.98999,335.839996,91523300,324.9375
SPY,2020-09-18,335.369995,335.48999,327.970001,330.649994,105877900,321.196625
SPY,2020-09-21,325.700012,327.130005,321.730011,326.970001,99450800,317.621826
SPY,2020-09-22,328.570007,330.899994,325.859985,330.299988,63612100,320.856628
SPY,2020-09-23,330.899994,331.200012,322.100006,322.640015,93112200,313.415588
SPY,2020-09-24,321.220001,326.799988,319.799988,323.5,76681300,314.251007
SPY,2020-09-25,322.579987,329.579987,321.640015,328.730011,71069400,319.331543
SPY,2020-09-28,333.220001,334.959991,332.149994,334.190002,64584600,324.635406
SPY,2020-09-29,333.970001,334.769989,331.619995,332.369995,51304000,322.867432
SPY,2020-09-30,333.089996,338.290009,332.880005,334.890015,104081100,325.31543
SPY,2020-10-01,337.690002,338.73999,335.01001,337.040009,88698700,327.4039
SPY,2020-10-02,331.700012,337.01001,331.190002,333.839996,89431100,324.29541
SPY,2020-10-05,336.059998,339.959991,336.01001,339.76001,45713100,330.046143
SPY,2020-10-06,339.910004,342.170013,334.380005,334.929993,90128900,325.354279
SPY,2020-10-07,338.119995,341.630005,338.089996,340.76001,56999600,331.017578
SPY,2020-10-08,342.850006,343.850006,341.859985,343.779999,45242500,333.951202
SPY,2020-10-09,345.559998,347.350006,344.890015,346.850006,59528600,336.933411
SPY,2020-10-12,349.589996,354.019989,349.059998,352.429993,80388500,342.353943
SPY,2020-10-13,352.279999,352.470001,349.089996,350.130005,73255500,340.119751
SPY,2020-10-14,350.75,351.929993,347.140015,347.929993,57727900,337.982544
SPY,2020-10-15,343.709991,348.019989,343.130005,347.5,60357700,337.564911
SPY,2020-10-16,348.959991,350.75,347.100006,347.290009,89501900,337.36087
SPY,2020-10-19,348.649994,349.329987,341.040009,342.01001,68425600,332.231812
SPY,2020-10-20,343.459991,346.880005,342.640015,343.380005,60051900,333.562683
SPY,2020-10-21,343.329987,345.670013,342.399994,342.730011,63575000,332.931244
SPY,2020-10-22,342.959991,345.23999,340.649994,344.609985,55399300,334.757477
SPY,2020-10-23,345.929993,345.98999,343.130005,345.779999,49143900,335.894012
SPY,2020-10-26,342.130005,342.980011,335.619995,339.390015,91473000,329.686798
SPY,2020-10-27,339.76001,340.119995,337.98999,338.220001,65994100,328.550171
SPY,2020-10-28,332.100006,338.25,326.130005,326.660004,127094300,317.320709
SPY,2020-10-29,326.910004,333.399994,325.089996,329.980011,90597700,320.545776
SPY,2020-10-30,328.279999,329.690002,322.600006,326.540009,120287300,317.204132
SPY,2020-11-02,330.200012,332.359985,327.23999,330.200012,86068300,320.759521
SPY,2020-11-03,333.690002,338.25,330.290009,336.029999,93294200,326.422821
SPY,2020-11-04,340.859985,347.940002,339.589996,343.540009,126959700,333.718109
SPY,2020-11-05,349.23999,352.190002,348.859985,350.23999,82039700,340.226471
SPY,2020-11-06,349.929993,351.51001,347.649994,350.160004,74973000,340.148834
SPY,2020-11-09,363.970001,364.380005,354.059998,354.559998,172304200,344.423035
SPY,2020-11-10,353.48999,355.179993,350.51001,354.040009,85552000,343.917877
SPY,2020-11-11,356.399994,357.559998,355.059998,356.670013,58649000,346.472717
SPY,2020-11-12,355.579987,356.720001,351.26001,353.209991,67546200,343.111603
SPY,2020-11-13,355.269989,358.899994,354.709991,358.100006,62892200,347.861786
SPY,2020-11-16,360.980011,362.779999,359.589996,362.570007,74541100,352.20401
SPY,2020-11-17,359.970001,361.920013,358.339996,360.619995,66111000,350.309723
SPY,2020-11-18,360.910004,361.5,356.23999,356.279999,70591300,346.093842
SPY,2020-11-19,355.600006,358.179993,354.149994,357.779999,59940900,347.550964
SPY,2020-11-20,357.5,357.720001,355.25,355.329987,70417300,345.17099
SPY,2020-11-23,357.279999,358.820007,354.869995,357.459991,63230600,347.240112
SPY,2020-11-24,360.209991,363.809998,359.290009,363.220001,62415900,352.835449
SPY,2020-11-25,363.130005,363.160004,361.480011,362.660004,45330900,352.291473
SPY,2020-11-27,363.839996,364.179993,362.579987,363.670013,28514100,353.272614
SPY,2020-11-30,362.829987,363.119995,359.170013,362.059998,83872700,351.708618
SPY,2020-12-01,365.570007,367.679993,364.929993,366.019989,74231400,355.555328
SPY,2020-12-02,364.820007,366.959991,364.200012,366.790009,45927000,356.303375
SPY,2020-12-03,366.679993,368.190002,365.5,366.690002,62882000,356.206207
SPY,2020-12-04,367.320007,369.850006,367.220001,369.850006,50749900,359.275909
SPY,2020-12-07,369.019989,369.619995,367.720001,369.089996,48944300,358.537598
SPY,2020-12-08,367.720001,370.779999,367.670013,370.170013,42458900,359.58667
SPY,2020-12-09,370.880005,371.049988,365.950012,366.850006,74098300,356.361603
SPY,2020-12-10,365.369995,367.859985,364.429993,366.730011,57735400,356.245087
SPY,2020-12-11,364.899994,366.73999,363.26001,366.299988,57698600,355.827362
SPY,2020-12-14,368.640015,369.799988,364.470001,364.660004,69216200,354.234283
SPY,2020-12-15,367.399994,369.589996,365.920013,369.589996,63865300,359.023285
SPY,2020-12-16,369.820007,371.160004,368.869995,370.170013,58420500,359.58667
SPY,2020-12-17,371.940002,372.459991,371.049988,372.23999,64119500,361.597534
SPY,2020-12-18,370.970001,371.149994,367.019989,369.179993,136542300,360.153717
SPY,2020-12-21,364.970001,378.459991,362.029999,367.859985,96386700,358.865967
SPY,2020-12-22,368.209991,368.329987,366.029999,367.23999,47949000,358.261108
SPY,2020-12-23,368.279999,369.619995,367.220001,367.570007,46201400,358.583069
SPY,2020-12-24,368.079987,369.029999,367.450012,369,26457900,359.978088
SPY,2020-12-28,371.73999,372.589996,371.070007,372.170013,39000400,363.070648
SPY,2020-12-29,373.809998,374,370.829987,371.459991,53680500,362.37796
SPY,2020-12-30,372.339996,373.100006,371.570007,371.98999,49455300,362.894989
SPY,2020-12-31,371.779999,374.660004,371.230011,373.880005,78520700,364.738831
SPY,2021-01-04,375.309998,375.450012,364.820007,368.790009,110210800,359.773224
SPY,2021-01-05,368.100006,372.5,368.049988,371.329987,66426200,362.25119
SPY,2021-01-06,369.709991,376.980011,369.119995,373.549988,107997700,364.41684
SPY,2021-01-07,376.100006,379.899994,375.910004,379.100006,68766800,369.831207
SPY,2021-01-08,380.589996,381.48999,377.100006,381.26001,71677200,371.938354
SPY,2021-01-11,377.850006,380.579987,377.720001,378.690002,51034700,369.431244
SPY,2021-01-12,378.890015,379.859985,376.359985,378.769989,52547700,369.509216
SPY,2021-01-13,378.690002,380.859985,377.850006,379.790009,45303600,370.504364
SPY,2021-01-14,380.589996,381.130005,378.100006,378.459991,49989100,369.206818
SPY,2021-01-15,376.720001,377.579987,373.700012,375.700012,107160000,366.514313
SPY,2021-01-19,378.339996,379.230011,376.75,378.649994,51233300,369.392151
SPY,2021-01-20,381.109985,384.790009,380.690002,383.890015,61836100,374.504089
SPY,2021-01-21,384.48999,384.950012,383.25,384.23999,47840100,374.84552
SPY,2021-01-22,382.25,384.130005,381.839996,382.880005,52860500,373.518738
SPY,2021-01-25,383.670013,384.769989,378.459991,384.390015,70402000,374.991882
SPY,2021-01-26,385.410004,385.850006,383.540009,383.790009,42665300,374.406555
SPY,2021-01-27,380.220001,380.320007,372.01001,374.410004,123351100,365.25592
SPY,2021-01-28,376.359985,381.929993,375.890015,377.630005,94198100,368.397125
SPY,2021-01-29,375.630005,376.670013,368.269989,370.070007,126765100,361.021973
SPY,2021-02-01,373.720001,377.339996,370.380005,376.230011,75817600,367.031372
SPY,2021-02-02,379.649994,383.220001,376.320007,381.549988,64450700,372.221283
SPY,2021-02-03,382.440002,383.700012,380.480011,381.850006,52427100,372.513916
SPY,2021-02-04,382.959991,386.23999,381.970001,386.190002,47142600,376.747864
SPY,2021-02-05,388.200012,388.470001,386.140015,387.709991,48669800,378.230652
SPY,2021-02-08,389.269989,390.559998,388.350006,390.51001,38365200,380.96225
SPY,2021-02-09,389.609985,390.890015,389.170013,390.25,35551100,380.708557
SPY,2021-02-10,392.119995,392.279999,387.5,390.079987,59154400,380.542725
SPY,2021-02-11,391.23999,391.690002,388.100006,390.709991,42913300,381.157318
SPY,2021-02-12,389.850006,392.899994,389.769989,392.640015,50593300,383.040131
SPY,2021-02-16,393.959991,394.170013,391.529999,392.299988,50972400,382.708405
SPY,2021-02-17,390.420013,392.660004,389.329987,392.390015,52290600,382.796265
SPY,2021-02-18,389.589996,391.519989,387.73999,390.720001,59712800,381.167084
SPY,2021-02-19,392.070007,392.380005,389.549988,390.029999,83241000,380.493927
SPY,2021-02-22,387.059998,389.619995,386.73999,387.029999,67414200,377.567291
SPY,2021-02-23,384.660004,388.950012,380.200012,387.5,107284100,378.025818
SPY,2021-02-24,386.329987,392.230011,385.269989,391.769989,72433900,382.191406
SPY,2021-02-25,390.410004,391.880005,380.779999,382.329987,146670500,372.982208
SPY,2021-02-26,384.350006,385.579987,378.230011,380.359985,152701600,371.060364
SPY,2021-03-01,385.589996,390.920013,380.570007,389.579987,105348800,380.054932
SPY,2021-03-02,389.820007,390.070007,386,386.540009,79595300,377.089264
SPY,2021-03-03,385.790009,386.829987,381.309998,381.420013,119940200,372.094482
SPY,2021-03-04,381.220001,384,371.880005,376.700012,183433000,367.489899
SPY,2021-03-05,380.459991,384.76001,372.640015,383.630005,152039600,374.250427
SPY,2021-03-08,384.660004,387.679993,381.420013,381.720001,123149200,372.387115
SPY,2021-03-09,385.850006,389.910004,385.309998,387.170013,113633600,377.703888
SPY,2021-03-10,389.690002,391.399994,388.170013,389.579987,109899400,380.054932
SPY,2021-03-11,392.230011,395.649994,391.73999,393.529999,86245000,383.908386
SPY,2021-03-12,392.070007,394.209991,391.200012,394.059998,64653600,384.425415
